gene_id	ont_name
6813	nervous system disorder
6813	genetic nervous system disorder
6813	inflammatory disease
10388	male reproductive system disorder
10388	reproductive system disorder
10388	Mendelian disease
10388	genetic infertility
10388	disease or disorder
10388	disorder of genitourinary system
10388	infertility disorder
10388	male infertility with azoospermia or oligozoospermia due to single gene mutation
10388	spermatogenic failure
10388	male infertility
8831	autosomal dominant disease
8831	mental disorder
8831	intellectual disability, autosomal dominant
8831	developmental disorder of mental health
8831	Mendelian disease
8831	genetic nervous system disorder
8831	psychiatric disorder
8831	disease or disorder
8831	central nervous system disorder
8831	autosomal genetic disease
8831	brain disorder
8831	nervous system disorder
8831	non-syndromic intellectual disability
8831	intellectual disability
8831	epilepsy
8831	epilepsy syndrome
8831	infantile epilepsy syndrome
6834	developmental defect during embryogenesis
6834	peripheral nervous system disorder
6834	genetic peripheral neuropathy
6834	mitochondrial oxidative phosphorylation disorder
6834	disease or disorder
6834	neuromuscular disease
6834	autosomal genetic disease
6834	autosomal recessive hereditary demyelinating motor and sensory neuropathy
6834	inborn disorder of energy metabolism
6834	Charcot-Marie-Tooth disease
6834	inborn errors of metabolism
6834	metabolic disease
6834	demyelinating hereditary motor and sensory neuropathy
6834	peripheral neuropathy
6834	Mendelian disease
6834	Charcot-Marie-Tooth disease type 4
6834	developmental anomaly of metabolic origin
6834	disorder of development or morphogenesis
6834	nervous system disorder
6834	mitochondrial disease
6834	autosomal recessive disease
6834	genetic nervous system disorder
6834	inborn mitochondrial metabolism disorder
6834	hereditary motor and sensory neuropathy
6834	neurometabolic disease
6834	eye disorder
6834	brain disorder
6834	oculomotor nerve paralysis
6834	cranial nerve palsy
6834	third cranial nerve disorder
6834	central nervous system disorder
6834	neuro-ophthalmological disease
6834	disorder of visual system
6834	cranial nerve neuropathy
6834	face disorder
6834	supranuclear oculomotor palsy
6834	disorder of orbital region
6834	head disorder
6834	Leigh syndrome
6834	mitochondrial complex deficiency
6834	isolated oxidative phosphorylation complex disorder
6840	muscular disorder
6840	skeletal muscle disorder
6840	myopathy
6840	myofibrillar myopathy
6840	Mendelian disease
6840	musculoskeletal system disorder
6840	disease or disorder
6840	congenital structural myopathy
6840	non-dystrophic myopathy
6840	muscle tissue disorder
6855	intellectual disability
6855	X-linked disease
6855	mental disorder
6855	sex-linked disease
6855	developmental disorder of mental health
6855	Mendelian disease
6855	psychiatric disorder
6855	central nervous system disorder
6855	disease or disorder
6855	non-syndromic intellectual disability
6855	brain disorder
6855	nervous system disorder
6855	genetic nervous system disorder
6855	X-linked intellectual disability
8867	parkinsonian disorder
8867	proteostasis deficiencies
8867	primary orthostatic hypotension
8867	disease or disorder
8867	basal ganglia disorder
8867	brain disorder
8867	neurodegenerative disease
8867	inherited neurodegenerative disorder
8867	inborn errors of metabolism
8867	metabolic disease
8867	Mendelian disease
8867	central nervous system disorder
8867	synucleinopathy
8867	nervous system disorder
8867	Parkinson disease
8867	genetic nervous system disorder
8867	inherited lipid metabolism disorder
8867	developmental and epileptic encephalopathy
8867	disorder of glycosylation
8867	epilepsy syndrome
8867	congenital nervous system disorder
8867	congenital disorder of glycosylation
8867	complex neurodevelopmental disorder
8867	neonatal/infantile epilepsy syndrome
8867	epilepsy, idiopathic generalized
8867	epilepsy
8867	disorder of GPI anchor biosynthesis
8867	neurodevelopmental disorder
8867	idiopathic disease
8867	neonatal epilepsy syndrome
8867	infantile epilepsy syndrome
6857	Mendelian disease
6857	face disorder
6857	disease or disorder
6857	nervous system disorder
6857	disorder of orbital region
6857	eye disorder
6857	head disorder
6857	neuro-ophthalmological disease
6857	disorder of visual system
6857	movement disorder
6857	genetic nervous system disorder
6875	male reproductive system disorder
6875	reproductive system disorder
6875	disease or disorder
6875	disorder of genitourinary system
6875	infertility disorder
6875	male infertility
6873	developmental defect during embryogenesis
6873	syndromic intellectual disability
6873	mental disorder
6873	congenital nervous system disorder
6873	developmental disorder of mental health
6873	genetic multiple congenital anomalies/dysmorphic syndrome
6873	disease or disorder
6873	syndromic disease
6873	brain disorder
6873	intellectual disability
6873	multiple congenital anomalies/dysmorphic syndrome
6873	psychiatric disorder
6873	central nervous system disorder
6873	Mendelian disease
6873	disorder of development or morphogenesis
6873	nervous system disorder
6873	genetic nervous system disorder
6873	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
4070	Mendelian disease
4070	corneal disorder
4070	corneal dystrophy
4070	face disorder
4070	disease or disorder
4070	disorder of orbital region
4070	lattice corneal dystrophy
4070	epithelial and subepithelial corneal dystrophy
4070	superficial corneal dystrophy
4070	eye disorder
4070	disorder of visual system
4070	head disorder
4070	stromal corneal dystrophy
6853	syndromic intellectual disability
6853	mental disorder
6853	sex-linked disease
6853	developmental disorder of mental health
6853	disease or disorder
6853	syndromic disease
6853	X-linked syndromic intellectual disability
6853	brain disorder
6853	movement disorder
6853	intellectual disability
6853	monogenic epilepsy
6853	motor stereotypies
6853	X-linked disease
6853	epilepsy
6853	Mendelian disease
6853	psychiatric disorder
6853	central nervous system disorder
6853	nervous system disorder
6853	genetic nervous system disorder
6853	X-linked intellectual disability
6872	focal dystonia
6872	inherited dystonia
6872	persistent combined dystonia
6872	parkinsonian disorder
6872	Mendelian disease
6872	central nervous system disorder
6872	dystonic disorder
6872	disease or disorder
6872	basal ganglia disorder
6872	brain disorder
6872	nervous system disorder
6872	combined dystonia
6872	movement disorder
6872	genetic nervous system disorder
6872	syndromic intellectual disability
6872	mental disorder
6872	sex-linked disease
6872	developmental disorder of mental health
6872	syndromic disease
6872	X-linked syndromic intellectual disability
6872	intellectual disability
6872	X-linked disease
6872	psychiatric disorder
6872	X-linked intellectual disability
6872	developmental defect during embryogenesis
6872	congenital nervous system disorder
6872	genetic multiple congenital anomalies/dysmorphic syndrome
6872	multiple congenital anomalies/dysmorphic syndrome
6872	disorder of development or morphogenesis
6872	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
9015	familial dilated cardiomyopathy
9015	muscle tissue disorder
9015	familial cardiomyopathy
9015	cardiovascular disorder
9015	Mendelian disease
9015	heart disorder
9015	musculoskeletal system disorder
9015	disease or disorder
9015	cardiomyopathy
9015	intrinsic cardiomyopathy
9015	muscular disorder
9015	dilated cardiomyopathy
8148	sarcoma
8148	soft tissue neoplasm
8148	malignant soft tissue neoplasm
8148	cancer
8148	cancer or benign tumor
8148	disease or disorder
8148	neoplasm
8148	connective and soft tissue neoplasm
8148	neoplastic disease or syndrome
8148	soft tissue sarcoma
6878	disease or disorder
6878	Mendelian disease
6884	developmental defect during embryogenesis
6884	neuro-ophthalmological disease
6884	congenital nervous system disorder
6884	face disorder
6884	isolated congenital microcephaly
6884	disease or disorder
6884	autosomal genetic disease
6884	nervous system disorder
6884	eye disorder
6884	central nervous system malformation
6884	Mendelian disease
6884	disorder of orbital region
6884	cerebral malformation
6884	disorder of development or morphogenesis
6884	head disorder
6884	microcephaly
6884	disorder of visual system
6884	autosomal recessive disease
6884	genetic nervous system disorder
6884	mental disorder
6884	developmental disorder of mental health
6884	psychiatric disorder
6884	central nervous system disorder
6884	non-syndromic intellectual disability
6884	brain disorder
6884	intellectual disability
6884	autosomal recessive non-syndromic intellectual disability
6862	developmental defect during embryogenesis
6862	neural tube defect
6862	central nervous system malformation
6862	Mendelian disease
6862	disease or disorder
6862	disorder of development or morphogenesis
6862	nervous system disorder
6862	genetic nervous system disorder
127833	synaptopathy
127833	face disorder
127833	eyelid disorder
127833	disease or disorder
127833	neuromuscular disease
127833	syndromic disease
127833	eye disorder
127833	eyelids malposition disorder
127833	eye adnexa disorder
127833	congenital myasthenic syndrome
127833	Mendelian disease
127833	disorder of orbital region
127833	head disorder
127833	nervous system disorder
127833	disorder of visual system
127833	genetic nervous system disorder
127833	neuromuscular junction disease
6870	gonadal disorder
6870	reproductive system disorder
6870	Mendelian disease
6870	hypogonadism
6870	disease or disorder
6870	disorder of genitourinary system
6870	endocrine system disorder
6870	syndromic disease
4072	diarrheal disease
4072	congenital enteropathy involving intestinal mucosa development
4072	secretory diarrhea
4072	Mendelian disease
4072	congenital secretory diarrhea
4072	disease or disorder
4072	digestive system disorder
4072	disorder of development or morphogenesis
4072	intractable diarrhea of infancy
4072	congenital diarrhea
4072	intestinal disorder
4072	colorectal neoplasm
4072	digestive system cancer
4072	intestinal neoplasm
4072	familial colorectal cancer
4072	inherited digestive tract tumor
4072	colorectal cancer
4072	neoplastic disease or syndrome
4072	hereditary neoplastic syndrome
4072	inherited digestive cancer-predisposing syndrome
4072	cancer or benign tumor
4072	large intestine disorder
4072	digestive system neoplasm
4072	cancer
4072	intestinal cancer
4072	neoplasm
4072	hereditary nonpolyposis colon cancer
4072	autosomal genetic disease
4072	autosomal dominant disease
6866	gonadal disorder
6866	reproductive system disorder
6866	Mendelian disease
6866	hypogonadism
6866	disease or disorder
6866	disorder of genitourinary system
6866	endocrine system disorder
23435	spinal cord disorder
23435	motor neuron disorder
23435	central nervous system disorder
23435	neuromuscular disease
23435	disease or disorder
23435	nervous system disorder
23435	anterior horn disorder
23435	neurodegenerative disease
23435	cognitive disorder
23435	dementia
23435	Mendelian disease
23435	psychiatric disorder
23435	genetic dementia
23435	movement disorder
23435	genetic nervous system disorder
23435	inherited neurodegenerative disorder
23435	hereditary motor neuron disease
23435	familial amyotrophic lateral sclerosis
6897	epidermal appendage anomaly
6897	male reproductive system disorder
6897	epidermal disease
6897	genetic epidermal appendage anomaly
6897	integumentary system disorder
6897	reproductive system disorder
6897	ectodermal dysplasia syndrome
6897	genetic infertility
6897	ichthyosis
6897	skin disorder
6897	inherited ichthyosis syndromic form
6897	disease or disorder
6897	syndromic disease
6897	genetic skin disease
6897	autosomal ichthyosis syndrome
6897	disorder of pilosebaceous unit
6897	skin appendage disorder
6897	genetic hair anomaly
6897	Mendelian disease
6897	disorder of genitourinary system
6897	infertility disorder
6897	syndromic hair shaft abnormality
6897	hair anomaly
6897	male infertility
6897	inherited ichthyosis
6898	disorder of tyrosine metabolism
6898	epidermal disease
6898	inherited amino acid metabolic disorder
6898	integumentary system disorder
6898	face disorder
6898	amino acid metabolism disease
6898	focal palmoplantar keratoderma
6898	skin disorder
6898	disease or disorder
6898	keratosis
6898	palmoplantar keratosis
6898	genetic skin disease
6898	eye disorder
6898	inborn disorder of phenylalanin or tyrosine metabolism
6898	inborn errors of metabolism
6898	metabolic disease
6898	disorder of organic acid metabolism
6898	inborn disorder of amino acid and other organic acid metabolism
6898	Mendelian disease
6898	inherited organic acidemia
6898	tyrosinemia
6898	disorder of orbital region
6898	disorder of development or morphogenesis
6898	head disorder
6898	hereditary palmoplantar keratoderma
6898	disorder of visual system
6898	keratinization disease
6901	familial dilated cardiomyopathy
6901	muscle tissue disorder
6901	familial cardiomyopathy
6901	cardiovascular disorder
6901	Mendelian disease
6901	heart disorder
6901	musculoskeletal system disorder
6901	disease or disorder
6901	cardiomyopathy
6901	intrinsic cardiomyopathy
6901	muscular disorder
6901	dilated cardiomyopathy
6901	inherited lipid metabolism disorder
6901	quantitative and/or qualitative congenital phagocyte defect
6901	syndromic dyslipidemia
6901	leukocyte disorder
6901	agranulocytosis
6901	disorder of phospholipids, sphingolipids and fatty acids biosynthesis
6901	inborn errors of metabolism
6901	disorder of organic acid metabolism
6901	inborn disorder of amino acid and other organic acid metabolism
6901	myopathy
6901	hematologic disorder
6901	immune deficiency disease
6901	inherited organic acidemia
6901	developmental anomaly of metabolic origin
6901	disorder of development or morphogenesis
6901	3-methylglutaconic aciduria
6901	neutropenia
6901	developmental defect during embryogenesis
6901	immune system disorder
6901	syndromic disease
6901	constitutional neutropenia
6901	inborn disorder of energy metabolism
6901	congenital hematological disorder
6901	inborn errors of immunity
6901	metabolic disease
6901	leukopenia
6901	primary immunodeficiency due to a genetic defect in innate immunity
6901	phagocytic cell dysfunction
6901	inborn mitochondrial myopathy
6901	congenital structural myopathy
6901	mitochondrial disease
6901	inborn mitochondrial metabolism disorder
6901	classic organic aciduria
6904	developmental defect during embryogenesis
6904	syndromic intellectual disability
6904	mental disorder
6904	congenital nervous system disorder
6904	developmental disorder of mental health
6904	face disorder
6904	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
6904	genetic multiple congenital anomalies/dysmorphic syndrome
6904	disease or disorder
6904	syndromic disease
6904	eye disorder
6904	brain disorder
6904	neurodegenerative disease
6904	intellectual disability
6904	inherited neurodegenerative disorder
6904	hereditary optic neuropathy
6904	multiple congenital anomalies/dysmorphic syndrome
6904	Mendelian disease
6904	psychiatric disorder
6904	central nervous system disorder
6904	disorder of orbital region
6904	disorder of development or morphogenesis
6904	head disorder
6904	nervous system disorder
6904	disorder of visual system
6904	genetic nervous system disorder
6904	eye degenerative disorder
6904	syndromic hereditary optic neuropathy
6907	Mendelian disease
6907	congenital hypothyroidism
6907	disease or disorder
6907	endocrine system disorder
6907	thyroid gland disorder
6907	hypothyroidism, congenital, nongoitrous
6907	hypothyroidism
29110	cognitive disorder
29110	dementia
29110	Mendelian disease
29110	psychiatric disorder
29110	genetic dementia
29110	central nervous system disorder
29110	disease or disorder
29110	nervous system disorder
29110	movement disorder
29110	genetic nervous system disorder
29110	neurodegenerative disease
29110	inherited neurodegenerative disorder
29110	hereditary motor neuron disease
29110	neuromuscular disease
29110	amyotrophic lateral sclerosis
29110	familial amyotrophic lateral sclerosis
29110	frontotemporal dementia and/or amyotrophic lateral sclerosis
29110	spinal cord disorder
29110	motor neuron disorder
29110	anterior horn disorder
6888	inborn carbohydrate metabolic disorder
6888	inborn errors of metabolism
6888	metabolic disease
6888	inborn disorder of pentose phosphate metabolism
6888	carbohydrate metabolism disease
6888	Mendelian disease
6888	disease or disorder
6888	disorders of pentose/polyol metabolism
2972	developmental defect during embryogenesis
2972	syndromic intellectual disability
2972	mental disorder
2972	congenital nervous system disorder
2972	developmental disorder of mental health
2972	genetic multiple congenital anomalies/dysmorphic syndrome
2972	disease or disorder
2972	syndromic disease
2972	brain disorder
2972	intellectual disability
2972	multiple congenital anomalies/dysmorphic syndrome
2972	central nervous system malformation
2972	Mendelian disease
2972	psychiatric disorder
2972	central nervous system disorder
2972	disorder of development or morphogenesis
2972	nervous system disorder
2972	genetic nervous system disorder
2972	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
6886	non-Hodgkin lymphoma
6886	lymphoid neoplasm
6886	immune system disorder
6886	musculoskeletal system disorder
6886	skeletal system disorder
6886	acute leukemia
6886	lymphoid leukemia
6886	disease or disorder
6886	neoplasm of immature B and T cells
6886	acute lymphoblastic leukemia
6886	acute disease
6886	hematopoietic and lymphoid cell neoplasm
6886	hematopoietic and lymphoid system neoplasm
6886	precursor lymphoblastic lymphoma/leukemia
6886	neoplastic disease or syndrome
6886	tumor of hematopoietic and lymphoid tissues
6886	lymphoma
6886	lymphoid hemopathy
6886	hematologic disorder
6886	cancer or benign tumor
6886	bone marrow disorder
6886	bone marrow neoplasm
6886	neoplasm
6886	leukemia
6887	non-Hodgkin lymphoma
6887	lymphoid neoplasm
6887	immune system disorder
6887	musculoskeletal system disorder
6887	skeletal system disorder
6887	acute leukemia
6887	lymphoid leukemia
6887	disease or disorder
6887	neoplasm of immature B and T cells
6887	acute lymphoblastic leukemia
6887	acute disease
6887	hematopoietic and lymphoid cell neoplasm
6887	hematopoietic and lymphoid system neoplasm
6887	precursor lymphoblastic lymphoma/leukemia
6887	neoplastic disease or syndrome
6887	tumor of hematopoietic and lymphoid tissues
6887	lymphoma
6887	lymphoid hemopathy
6887	hematologic disorder
6887	cancer or benign tumor
6887	bone marrow disorder
6887	bone marrow neoplasm
6887	neoplasm
6887	leukemia
6892	inborn errors of immunity
6892	immune system disorder
6892	immune deficiency disease
6892	Mendelian disease
6892	non-SCID combined immunodeficiency
6892	disease or disorder
6892	primary immunodeficiency due to a defect in adaptive immunity
6892	immunodeficiency disease
6892	combined immunodeficiency
6899	congenital anomaly of cardiovascular system
6899	cardiovascular disorder
6899	disease or disorder
6899	disorder of development or morphogenesis
6899	congenital heart malformation
6899	transposition of the great arteries and conotruncal cardiac anomaly
6899	digestive tract malformation
6899	chromosome 22q deletion
6899	kidney disorder
6899	hearing loss disorder
6899	genetic syndromic Pierre Robin syndrome
6899	genetic otorhinolaryngologic disease
6899	congenital nervous system disorder
6899	urinary system disorder
6899	genetic multiple congenital anomalies/dysmorphic syndrome
6899	primary immunodeficiency due to a defect in adaptive immunity
6899	brain disorder
6899	multiple congenital anomalies/dysmorphic syndrome
6899	immune deficiency disease
6899	heart disorder
6899	psychiatric disorder
6899	central nervous system disorder
6899	branchial arch or oral-acral syndrome
6899	syndromic renal or urinary tract malformation
6899	nervous system disorder
6899	chromosomal disorder
6899	genetic nervous system disorder
6899	developmental defect during embryogenesis
6899	inherited auditory system disease
6899	syndromic intellectual disability
6899	mental disorder
6899	immune system disorder
6899	developmental disorder of mental health
6899	hearing disorder
6899	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
6899	syndromic disease
6899	anorectal malformation
6899	intellectual disability
6899	inborn errors of immunity
6899	syndromic anorectal malformation
6899	Mendelian disease
6899	syndrome caused by partial chromosomal deletion
6899	disorder of genitourinary system
6899	otorhinolaryngologic disease
6899	perceptual disorders
6899	urogenital tract malformation
6899	auditory system disorder
6899	syndromic genetic hearing loss
6899	syndromic urogenital tract malformation
6899	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
6899	congenital heart disease
6899	neurocristopathy
6899	T-cell immunodeficiency
6899	immunodeficiency disease
6899	congenital T-cell immunodeficiency
10716	developmental defect during embryogenesis
10716	central nervous system malformation
10716	Mendelian disease
10716	disease or disorder
10716	cerebral malformation
10716	disorder of development or morphogenesis
10716	nervous system disorder
10716	genetic nervous system disorder
9095	gonadal disorder
9095	genetic endocrine growth disease
9095	male reproductive system disorder
9095	pituitary deficiency
9095	anomaly of puberty or/and menstrual cycle of genetic origin
9095	congenital nervous system disorder
9095	genetic infertility
9095	brain disorder
9095	combined pituitary hormone deficiencies, genetic form
9095	isolated congenital hypogonadotropic hypogonadism
9095	pituitary gland disorder
9095	central nervous system disorder
9095	hypogonadism
9095	infertility disorder
9095	non-syndromic male infertility due to sperm motility disorder
9095	nervous system disorder
9095	congenital hypogonadotropic hypogonadism
9095	genetic nervous system disorder
9095	male infertility
9095	non-acquired pituitary hormone deficiency
9095	reproductive system disorder
9095	disease or disorder
9095	female reproductive system disorder
9095	endocrine system disorder
9095	hypopituitarism
9095	female infertility
9095	anomaly of puberty or/and menstrual cycle
9095	Mendelian disease
9095	neuroendocrine disorder
9095	disorder of genitourinary system
9095	hypogonadotropic hypogonadism
6909	disease or disorder
6909	Mendelian disease
6913	developmental defect during embryogenesis
6913	bone development disease
6913	musculoskeletal system disorder
6913	Mendelian disease
6913	skeletal system disorder
6913	dysostosis of genetic origin
6913	disease or disorder
6913	dysostosis
6913	congenital limb malformation
6913	disorder of development or morphogenesis
6913	bone disorder
9096	developmental defect during embryogenesis
9096	kidney disorder
9096	Mendelian disease
9096	urinary system disorder
9096	disease or disorder
9096	disorder of development or morphogenesis
9096	congenital anomaly of kidney and urinary tract
57057	heart septal defect
57057	congenital anomaly of cardiovascular system
57057	Mendelian disease
57057	genetic cardiac anomaly
57057	heart disorder
57057	cardiovascular disorder
57057	disease or disorder
57057	congenital heart disease
57057	atrial septal defect
57057	disorder of development or morphogenesis
57057	congenital heart malformation
57057	atrial defect and interatrial communication
30009	disease or disorder
30009	Mendelian disease
8557	familial dilated cardiomyopathy
8557	muscle tissue disorder
8557	familial cardiomyopathy
8557	cardiovascular disorder
8557	Mendelian disease
8557	heart disorder
8557	musculoskeletal system disorder
8557	disease or disorder
8557	cardiomyopathy
8557	intrinsic cardiomyopathy
8557	muscular disorder
8557	dilated cardiomyopathy
8557	autosomal recessive limb-girdle muscular dystrophy
8557	progressive muscular dystrophy
8557	autosomal genetic disease
8557	qualitative or quantitative defects of telethonin
8557	neuromuscular disease
8557	limb-girdle muscular dystrophy
8557	muscular dystrophy
8557	skeletal muscle disorder
8557	myopathy
8557	nervous system disorder
8557	qualitative or quantitative protein defects in neuromuscular diseases
8557	autosomal recessive disease
8557	genetic nervous system disorder
8557	hypertrophic cardiomyopathy
8557	familial hypertrophic cardiomyopathy
6938	developmental defect during embryogenesis
6938	synostosis
6938	craniosynostosis
6938	bone development disease
6938	musculoskeletal system disorder
6938	skeletal system disorder
6938	face disorder
6938	dysostosis of genetic origin
6938	disease or disorder
6938	dysostosis
6938	eye disorder
6938	cranial malformation
6938	isolated craniosynostosis
6938	Mendelian disease
6938	disorder of orbital region
6938	disorder of development or morphogenesis
6938	head disorder
6938	bone disorder
6938	neuro-ophthalmological disease
6938	disorder of visual system
6927	metabolic disease
6927	glucose metabolism disease
6927	disease or disorder
6927	diabetes mellitus
6927	endocrine pancreas disorder
6927	digestive system disorder
6927	endocrine system disorder
6927	pancreas disorder
6927	inborn errors of metabolism
6927	Mendelian disease
6927	autoimmune disease
6927	immune system disorder
6927	type 1 diabetes mellitus
6927	autoimmune disorder of endocrine system
6927	autoimmune disorder of gastrointestinal tract
6927	congenital isolated hyperinsulinism
6927	developmental defect during embryogenesis
6927	diazoxide-sensitive diffuse hyperinsulinism
6927	familial hyperinsulinism
6927	islet cell adenomatosis
6927	overgrowth/obesity syndrome
6927	inborn carbohydrate metabolic disorder
6927	carbohydrate metabolism disease
6927	overgrowth syndrome
6927	hyperinsulinism
6927	developmental anomaly of metabolic origin
6927	disorder of development or morphogenesis
6927	hyperinsulinemic hypoglycemia
6927	benign neoplasm
6927	benign digestive system neoplasm
6927	liver and intrahepatic bile duct neoplasm
6927	benign endocrine neoplasm
6927	epithelial neoplasm
6927	endocrine gland neoplasm
6927	neoplastic disease or syndrome
6927	liver disorder
6927	adenoma
6927	cancer or benign tumor
6927	hepatobiliary disorder
6927	hepatobiliary neoplasm
6927	digestive system neoplasm
6927	neoplasm
6927	benign epithelial neoplasm
6927	liver neoplasm
6927	hepatocellular adenoma
6927	urinary system neoplasm
6927	kidney disorder
6927	urinary system disorder
6927	malignant urinary system neoplasm
6927	carcinoma
6927	renal cell carcinoma
6927	renal carcinoma
6927	glandular cell neoplasm
6927	cancer
6927	kidney neoplasm
6927	adenocarcinoma
6927	kidney cancer
6908	autosomal genetic disease
6908	eye disorder
6908	brain disorder
6908	autosomal dominant cerebellar ataxia
6908	Huntington disease-like syndrome
6908	neurodegenerative disease
6908	Huntington disease and related disorders
6908	cerebellar degeneration
6908	psychiatric disorder
6908	genetic dementia
6908	central nervous system disorder
6908	hereditary ataxia
6908	neuro-ophthalmological disease
6908	nervous system disorder
6908	disorder of visual system
6908	genetic nervous system disorder
6908	eye degenerative disorder
6908	cognitive disorder
6908	dementia
6908	face disorder
6908	disease or disorder
6908	atactic disorder
6908	cerebellar ataxia
6908	autosomal dominant cerebellar ataxia type I
6908	movement disorder
6908	cerebelloparenchymal disorder
6908	inherited neurodegenerative disorder
6908	autosomal dominant disease
6908	Mendelian disease
6908	disorder of orbital region
6908	hereditary cerebellar ataxia
6908	head disorder
6908	cerebellar disorder
6905	peripheral nervous system disorder
6905	genetic peripheral neuropathy
6905	hereditary motor neuron disease
6905	autosomal genetic disease
6905	neurometabolic disease
6905	brain disorder
6905	autosomal recessive cerebellar ataxia
6905	autosomal recessive distal hereditary motor neuropathy
6905	mineral metabolism disease
6905	neurodegenerative disease
6905	inborn errors of metabolism
6905	distal hereditary motor neuropathy
6905	cerebellar degeneration
6905	psychiatric disorder
6905	genetic dementia
6905	neuroaxonal dystrophy
6905	central nervous system disorder
6905	hereditary ataxia
6905	nervous system disorder
6905	genetic nervous system disorder
6905	syndromic intellectual disability
6905	mental disorder
6905	cognitive disorder
6905	dementia
6905	developmental disorder of mental health
6905	disease or disorder
6905	neuromuscular disease
6905	syndromic disease
6905	cerebellar ataxia
6905	atactic disorder
6905	movement disorder
6905	intellectual disability
6905	inherited neurodegenerative disorder
6905	autosomal recessive degenerative and progressive cerebellar ataxia
6905	metabolic disease
6905	peripheral neuropathy
6905	Mendelian disease
6905	motor neuron disorder
6905	iron metabolism disease
6905	neurodegeneration with brain iron accumulation
6905	hereditary cerebellar ataxia
6905	autosomal recessive disease
6905	cerebellar disorder
6905	developmental defect during embryogenesis
6905	congenital nervous system disorder
6905	genetic multiple congenital anomalies/dysmorphic syndrome
6905	multiple congenital anomalies/dysmorphic syndrome
6905	disorder of development or morphogenesis
6905	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
6905	bone development disease
6905	primary bone dysplasia
6905	Kenny-Caffey syndrome
6905	skeletal system disorder
6905	musculoskeletal system disorder
6905	slender bone dysplasia
6905	bone disorder
6910	developmental defect during embryogenesis
6910	bone development disease
6910	musculoskeletal system disorder
6910	skeletal system disorder
6910	genetic multiple congenital anomalies/dysmorphic syndrome
6910	dysostosis of genetic origin
6910	genetic cardiac rhythm disease
6910	autosomal genetic disease
6910	congenital limb malformation
6910	dysostosis
6910	disease or disorder
6910	syndromic disease
6910	cardiac rhythm disease
6910	autosomal dominant disease
6910	multiple congenital anomalies/dysmorphic syndrome
6910	heart-hand syndrome
6910	Mendelian disease
6910	heart disorder
6910	cardiovascular disorder
6910	disorder of development or morphogenesis
6910	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
6910	bone disorder
6910	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
6911	spondylocostal dysostosis
6911	autosomal dominant disease
6911	bone development disease
6911	musculoskeletal system disorder
6911	Mendelian disease
6911	skeletal system disorder
6911	dysostosis of genetic origin
6911	vertebral column disorder
6911	autosomal genetic disease
6911	dysostosis
6911	disease or disorder
6911	disorder of development or morphogenesis
6911	bone disorder
6926	deficient breast volume or number
6926	digestive tract malformation
6926	bone development disease
6926	congenital nervous system disorder
6926	skeletal system disorder
6926	genetic multiple congenital anomalies/dysmorphic syndrome
6926	dysostosis
6926	congenital limb malformation
6926	brain disorder
6926	multiple congenital anomalies/dysmorphic syndrome
6926	psychiatric disorder
6926	central nervous system disorder
6926	disorder of development or morphogenesis
6926	nervous system disorder
6926	genetic nervous system disorder
6926	developmental defect during embryogenesis
6926	breast disorder
6926	syndromic intellectual disability
6926	mental disorder
6926	reproductive system disorder
6926	developmental disorder of mental health
6926	musculoskeletal system disorder
6926	dysostosis of genetic origin
6926	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
6926	syndromic disease
6926	disease or disorder
6926	anorectal malformation
6926	female reproductive system disorder
6926	intellectual disability
6926	syndromic anorectal malformation
6926	Mendelian disease
6926	disorder of genitourinary system
6926	bone disorder
6926	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
9496	heart failure
9496	kidney disorder
9496	pulmonary arterial hypertension
9496	vascular disorder
9496	genetic hypertension
9496	urinary system disorder
9496	disease or disorder
9496	primary pulmonary hypertension
9496	congestive heart failure
9496	idiopathic and/or familial pulmonary arterial hypertension
9496	hypertensive disorder
9496	cor pulmonale
9496	cardiovascular disorder
9496	Mendelian disease
9496	heart disorder
9496	arterial disorder
9496	chronic pulmonary heart disease
9496	pulmonary hypertension
9496	idiopathic disease
9496	developmental defect during embryogenesis
9496	bone development disease
9496	musculoskeletal system disorder
9496	skeletal system disorder
9496	dysostosis of genetic origin
9496	autosomal genetic disease
9496	dysostosis
9496	congenital limb malformation
9496	disorder of development or morphogenesis
9496	bone disorder
9496	autosomal recessive disease
9496	patellar dysostosis
6916	musculoskeletal system disorder
6916	Mendelian disease
6916	skeletal system disorder
6916	disease or disorder
6916	bone disorder
50945	developmental defect during embryogenesis
50945	orofacial clefting syndrome
50945	genetic otorhinolaryngologic disease
50945	genetic multiple congenital anomalies/dysmorphic syndrome
50945	disease or disorder
50945	syndromic disease
50945	multiple congenital anomalies/dysmorphic syndrome
50945	Mendelian disease
