go_id	go_name	gene_count
GO:0061117	negative regulation of heart growth	3
GO:0042559	pteridine-containing compound biosynthetic process	7
GO:0046654	tetrahydrofolate biosynthetic process	4
GO:0009396	folic acid-containing compound biosynthetic process	5
GO:0009256	10-formyltetrahydrofolate metabolic process	2
GO:0009257	10-formyltetrahydrofolate biosynthetic process	2
GO:0042403	thyroid hormone metabolic process	12
GO:0006590	thyroid hormone generation	10
GO:0050665	hydrogen peroxide biosynthetic process	3
GO:0042335	cuticle development	1
GO:0071415	cellular response to purine-containing compound	6
GO:0031000	response to caffeine	4
GO:0071313	cellular response to caffeine	4
GO:0019755	one-carbon compound transport	6
GO:0015670	carbon dioxide transport	3
GO:0035377	transepithelial water transport	3
GO:0042045	epithelial fluid transport	3
GO:0060456	positive regulation of digestive system process	2
GO:0030950	establishment or maintenance of actin cytoskeleton polarity	1
GO:0003097	renal water transport	1
GO:0009992	cellular water homeostasis	1
GO:0046878	positive regulation of saliva secretion	1
GO:0035378	carbon dioxide transmembrane transport	1
GO:0085018	maintenance of symbiont-containing vacuole by host	1
GO:0071288	cellular response to mercury ion	2
GO:0071548	response to dexamethasone	2
GO:0071549	cellular response to dexamethasone stimulus	2
GO:0010668	ectodermal cell differentiation	2
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	5
GO:0035470	positive regulation of vascular wound healing	3
GO:0021536	diencephalon development	4
GO:0021983	pituitary gland development	2
GO:0061072	iris morphogenesis	2
GO:0060127	prolactin secreting cell differentiation	1
GO:0060126	somatotropin secreting cell differentiation	1
GO:0021984	adenohypophysis development	1
GO:0035993	deltoid tuberosity development	1
GO:0010043	response to zinc ion	11
GO:0071294	cellular response to zinc ion	6
GO:0044691	tooth eruption	1
GO:0034505	tooth mineralization	5
GO:0097186	amelogenesis	5
GO:0070166	enamel mineralization	3
GO:0009112	nucleobase metabolic process	12
GO:0006206	pyrimidine nucleobase metabolic process	5
GO:0019858	cytosine metabolic process	1
GO:0046131	pyrimidine ribonucleoside metabolic process	6
GO:0046133	pyrimidine ribonucleoside catabolic process	6
GO:0009972	cytidine deamination	4
GO:0006216	cytidine catabolic process	4
GO:0046087	cytidine metabolic process	4
GO:1900022	regulation of D-erythro-sphingosine kinase activity	1
GO:0090150	establishment of protein localization to membrane	175
GO:0002181	cytoplasmic translation	29
GO:0006402	mRNA catabolic process	190
GO:0000956	nuclear-transcribed mRNA catabolic process	178
GO:0050728	negative regulation of inflammatory response	78
GO:0010574	regulation of vascular endothelial growth factor production	24
GO:0010575	positive regulation of vascular endothelial growth factor production	17
GO:1903671	negative regulation of sprouting angiogenesis	20
GO:0048386	positive regulation of retinoic acid receptor signaling pathway	3
GO:0097532	stress response to acid chemical	3
GO:0097533	cellular stress response to acid chemical	3
GO:0043954	cellular component maintenance	19
GO:0034331	cell junction maintenance	12
GO:0045217	cell-cell junction maintenance	11
GO:0033363	secretory granule organization	7
GO:0002246	wound healing involved in inflammatory response	3
GO:0090594	inflammatory response to wounding	3
GO:0002248	connective tissue replacement involved in inflammatory response wound healing	2
GO:0097709	connective tissue replacement	2
GO:0032732	positive regulation of interleukin-1 production	38
GO:0032731	positive regulation of interleukin-1 beta production	34
GO:0032652	regulation of interleukin-1 production	72
GO:0032651	regulation of interleukin-1 beta production	64
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	18
GO:0032692	negative regulation of interleukin-1 production	35
GO:0032691	negative regulation of interleukin-1 beta production	31
GO:0060761	negative regulation of response to cytokine stimulus	59
GO:0001960	negative regulation of cytokine-mediated signaling pathway	54
GO:0032026	response to magnesium ion	4
GO:0006002	fructose 6-phosphate metabolic process	3
GO:0071286	cellular response to magnesium ion	2
GO:2000659	regulation of interleukin-1-mediated signaling pathway	6
GO:2000660	negative regulation of interleukin-1-mediated signaling pathway	5
GO:0034115	negative regulation of heterotypic cell-cell adhesion	9
GO:0070587	regulation of cell-cell adhesion involved in gastrulation	9
GO:2001138	regulation of phospholipid transport	8
GO:2001140	positive regulation of phospholipid transport	7
GO:0001945	lymph vessel development	9
GO:0036303	lymph vessel morphogenesis	7
GO:0001946	lymphangiogenesis	6
GO:0070371	ERK1 and ERK2 cascade	20
GO:0046578	regulation of Ras protein signal transduction	79
GO:0051057	positive regulation of small GTPase mediated signal transduction	34
GO:0046579	positive regulation of Ras protein signal transduction	33
GO:0035023	regulation of Rho protein signal transduction	38
GO:0035025	positive regulation of Rho protein signal transduction	10
GO:2000389	regulation of neutrophil extravasation	2
GO:0034769	basement membrane disassembly	3
GO:0010756	positive regulation of plasminogen activation	4
GO:2000345	regulation of hepatocyte proliferation	1
GO:2000347	positive regulation of hepatocyte proliferation	1
GO:1904321	response to forskolin	4
GO:1904322	cellular response to forskolin	4
GO:1902161	positive regulation of cyclic nucleotide-gated ion channel activity	1
GO:1902943	positive regulation of voltage-gated chloride channel activity	1
GO:1902941	regulation of voltage-gated chloride channel activity	1
GO:1902159	regulation of cyclic nucleotide-gated ion channel activity	1
GO:1903797	positive regulation of inorganic anion transmembrane transport	1
GO:0044070	regulation of anion transport	42
GO:1903793	positive regulation of anion transport	17
GO:1903959	regulation of anion transmembrane transport	19
GO:1903795	regulation of inorganic anion transmembrane transport	4
GO:0010359	regulation of anion channel activity	8
GO:2001225	regulation of chloride transport	6
GO:2000812	regulation of barbed-end actin filament capping	4
GO:2000813	negative regulation of barbed-end actin filament capping	3
GO:0043243	positive regulation of protein-containing complex disassembly	22
GO:1901881	positive regulation of protein depolymerization	11
GO:0030836	positive regulation of actin filament depolymerization	9
GO:0031424	keratinization	198
GO:0070268	cornification	110
GO:0090257	regulation of muscle system process	93
GO:0006937	regulation of muscle contraction	75
GO:0006942	regulation of striated muscle contraction	53
GO:0055117	regulation of cardiac muscle contraction	43
GO:0098900	regulation of action potential	28
GO:0098901	regulation of cardiac muscle cell action potential	18
GO:1903115	regulation of actin filament-based movement	22
GO:0086004	regulation of cardiac muscle cell contraction	21
GO:0002027	regulation of heart rate	60
GO:0086091	regulation of heart rate by cardiac conduction	32
GO:0086065	cell communication involved in cardiac conduction	35
GO:0035637	multicellular organismal signaling	82
GO:0061337	cardiac conduction	77
GO:0032603	fractalkine production	1
GO:0070943	neutrophil-mediated killing of symbiont cell	3
GO:0070942	neutrophil mediated cytotoxicity	3
GO:0070944	neutrophil-mediated killing of bacterium	3
GO:0002780	antibacterial peptide biosynthetic process	1
GO:0002812	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	1
GO:0002777	antimicrobial peptide biosynthetic process	1
GO:0045079	NA	1
GO:0070945	neutrophil-mediated killing of gram-negative bacterium	2
GO:0002775	antimicrobial peptide production	2
GO:0002778	antibacterial peptide production	2
GO:0051873	killing by host of symbiont cells	20
GO:0051883	killing of cells in other organism involved in symbiotic interaction	20
GO:0042439	ethanolamine-containing compound metabolic process	3
GO:0070291	N-acylethanolamine metabolic process	3
GO:0042535	NA	13
GO:0070528	protein kinase C signaling	10
GO:0034109	homotypic cell-cell adhesion	24
GO:0070527	platelet aggregation	14
GO:0031639	plasminogen activation	9
GO:0045907	positive regulation of vasoconstriction	4
GO:0043152	induction of bacterial agglutination	6
GO:0051884	regulation of timing of anagen	1
GO:0009692	ethylene metabolic process	1
GO:0043449	cellular alkene metabolic process	1
GO:0120252	hydrocarbon metabolic process	5
GO:1900673	olefin metabolic process	2
GO:0042572	retinol metabolic process	13
GO:0019373	epoxygenase P450 pathway	10
GO:0097267	omega-hydroxylase P450 pathway	10
GO:0008210	estrogen metabolic process	23
GO:0002933	lipid hydroxylation	7
GO:0046946	hydroxylysine metabolic process	1
GO:0046947	hydroxylysine biosynthetic process	1
GO:0043651	linoleic acid metabolic process	16
GO:0036109	alpha-linolenic acid metabolic process	13
GO:0044058	regulation of digestive system process	11
GO:0060453	regulation of gastric acid secretion	1
GO:0006000	fructose metabolic process	9
GO:0019682	glyceraldehyde-3-phosphate metabolic process	7
GO:0006001	fructose catabolic process	5
GO:0061624	fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate	5
GO:0086100	endothelin receptor signaling pathway	5
GO:0014829	vascular associated smooth muscle contraction	6
GO:0014826	vein smooth muscle contraction	4
GO:0014821	phasic smooth muscle contraction	9
GO:0097756	negative regulation of blood vessel diameter	9
GO:0042310	vasoconstriction	8
GO:0050922	negative regulation of chemotaxis	27
GO:0002689	negative regulation of leukocyte chemotaxis	12
GO:0090024	negative regulation of neutrophil chemotaxis	3
GO:0071623	negative regulation of granulocyte chemotaxis	3
GO:1902623	negative regulation of neutrophil migration	3
GO:1903054	negative regulation of extracellular matrix organization	8
GO:0010716	negative regulation of extracellular matrix disassembly	5
GO:0048240	sperm capacitation	3
GO:0060474	positive regulation of flagellated sperm motility involved in capacitation	2
GO:0033688	regulation of osteoblast proliferation	10
GO:0033690	positive regulation of osteoblast proliferation	4
GO:0048705	skeletal system morphogenesis	35
GO:0060349	bone morphogenesis	19
GO:0001501	skeletal system development	144
GO:0060348	bone development	41
GO:0034143	regulation of toll-like receptor 4 signaling pathway	17
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	8
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	31
GO:0034123	positive regulation of toll-like receptor signaling pathway	20
GO:0046469	platelet activating factor metabolic process	3
GO:0006663	platelet activating factor biosynthetic process	2
GO:0002465	peripheral tolerance induction	1
GO:0002514	B cell tolerance induction	1
GO:0002451	peripheral B cell tolerance induction	1
GO:0002461	tolerance induction dependent upon immune response	1
GO:0002645	positive regulation of tolerance induction	3
GO:0002666	positive regulation of T cell tolerance induction	2
GO:1904999	positive regulation of leukocyte adhesion to arterial endothelial cell	2
GO:0002544	chronic inflammatory response	1
GO:0061046	regulation of branching involved in lung morphogenesis	1
GO:2000332	regulation of blood microparticle formation	1
GO:2000334	positive regulation of blood microparticle formation	1
GO:0002439	chronic inflammatory response to antigenic stimulus	1
GO:0061048	negative regulation of branching involved in lung morphogenesis	1
GO:2000341	regulation of chemokine (C-X-C motif) ligand 2 production	9
GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production	4
GO:0150078	positive regulation of neuroinflammatory response	9
GO:0060251	regulation of glial cell proliferation	10
GO:0010573	vascular endothelial growth factor production	7
GO:0060252	positive regulation of glial cell proliferation	6
GO:0030279	negative regulation of ossification	12
GO:0030502	negative regulation of bone mineralization	7
GO:0070168	negative regulation of biomineral tissue development	10
GO:0110150	negative regulation of biomineralization	10
GO:0048262	determination of dorsal/ventral asymmetry	2
GO:0048263	determination of dorsal identity	2
GO:1900154	regulation of bone trabecula formation	1
GO:1900157	regulation of bone mineralization involved in bone maturation	1
GO:1900155	negative regulation of bone trabecula formation	1
GO:1900158	negative regulation of bone mineralization involved in bone maturation	1
GO:0090289	regulation of osteoclast proliferation	1
GO:0090291	negative regulation of osteoclast proliferation	1
GO:0033689	negative regulation of osteoblast proliferation	5
GO:0046850	regulation of bone remodeling	8
GO:0034104	negative regulation of tissue remodeling	4
GO:0046851	negative regulation of bone remodeling	4
GO:0010955	negative regulation of protein processing	21
GO:1903318	negative regulation of protein maturation	21
GO:1903317	regulation of protein maturation	36
GO:0070613	regulation of protein processing	34
GO:0010755	regulation of plasminogen activation	9
GO:0010757	negative regulation of plasminogen activation	5
GO:0090303	positive regulation of wound healing	40
GO:1903036	positive regulation of response to wounding	40
GO:1903034	regulation of response to wounding	95
GO:0061041	regulation of wound healing	92
GO:0030194	positive regulation of blood coagulation	14
GO:0050820	positive regulation of coagulation	14
GO:1900048	positive regulation of hemostasis	14
GO:0051917	regulation of fibrinolysis	12
GO:0051918	negative regulation of fibrinolysis	8
GO:0042730	fibrinolysis	13
GO:0050818	regulation of coagulation	49
GO:0030193	regulation of blood coagulation	46
GO:1900046	regulation of hemostasis	46
GO:1903035	negative regulation of response to wounding	55
GO:0061045	negative regulation of wound healing	53
GO:0050819	negative regulation of coagulation	37
GO:0030195	negative regulation of blood coagulation	34
GO:1900047	negative regulation of hemostasis	34
GO:2001027	negative regulation of endothelial cell chemotaxis	7
GO:0035754	B cell chemotaxis	3
GO:0035766	cell chemotaxis to fibroblast growth factor	1
GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	1
GO:1904708	regulation of granulosa cell apoptotic process	1
GO:2001263	regulation of C-C chemokine binding	1
GO:2001264	negative regulation of C-C chemokine binding	1
GO:0035860	glial cell-derived neurotrophic factor receptor signaling pathway	3
GO:0002021	response to dietary excess	2
GO:0002023	reduction of food intake in response to dietary excess	1
GO:0042755	eating behavior	1
GO:0008089	anterograde axonal transport	6
GO:0008090	retrograde axonal transport	1
GO:0002302	CD8-positive, alpha-beta T cell differentiation involved in immune response	1
GO:0043374	CD8-positive, alpha-beta T cell differentiation	1
GO:0007597	blood coagulation, intrinsic pathway	17
GO:0072376	protein activation cascade	26
GO:0072378	blood coagulation, fibrin clot formation	26
GO:0045598	regulation of fat cell differentiation	35
GO:0045600	positive regulation of fat cell differentiation	19
GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	4
GO:0035360	positive regulation of peroxisome proliferator activated receptor signaling pathway	4
GO:2000322	regulation of glucocorticoid receptor signaling pathway	2
GO:2000324	positive regulation of glucocorticoid receptor signaling pathway	1
GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization	2
GO:0061355	Wnt protein secretion	1
GO:0061356	regulation of Wnt protein secretion	3
GO:0061357	positive regulation of Wnt protein secretion	2
GO:0071640	regulation of macrophage inflammatory protein 1 alpha production	1
GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	1
GO:1900225	regulation of NLRP3 inflammasome complex assembly	9
GO:1900226	negative regulation of NLRP3 inflammasome complex assembly	6
GO:0002604	regulation of dendritic cell antigen processing and presentation	2
GO:0002605	negative regulation of dendritic cell antigen processing and presentation	2
GO:0002577	regulation of antigen processing and presentation	9
GO:0002578	negative regulation of antigen processing and presentation	7
GO:2000192	negative regulation of fatty acid transport	5
GO:0140212	regulation of long-chain fatty acid import into cell	5
GO:0010748	negative regulation of long-chain fatty acid import across plasma membrane	4
GO:0010746	regulation of long-chain fatty acid import across plasma membrane	4
GO:0140213	negative regulation of long-chain fatty acid import into cell	4
GO:0043652	engulfment of apoptotic cell	3
GO:0010752	regulation of cGMP-mediated signaling	3
GO:0010751	negative regulation of nitric oxide mediated signal transduction	2
GO:0010754	negative regulation of cGMP-mediated signaling	2
GO:0032695	negative regulation of interleukin-12 production	12
GO:0010749	regulation of nitric oxide mediated signal transduction	5
GO:0010762	regulation of fibroblast migration	10
GO:0010763	positive regulation of fibroblast migration	5
GO:1903753	negative regulation of p38MAPK cascade	8
GO:0071676	negative regulation of mononuclear cell migration	3
GO:0090027	negative regulation of monocyte chemotaxis	2
GO:0035767	endothelial cell chemotaxis	7
GO:0014812	muscle cell migration	5
GO:0014909	smooth muscle cell migration	3
GO:0071603	endothelial cell-cell adhesion	2
GO:1902731	negative regulation of chondrocyte proliferation	3
GO:0061484	hematopoietic stem cell homeostasis	2
GO:0010761	fibroblast migration	1
GO:0048659	smooth muscle cell proliferation	1
GO:0071220	cellular response to bacterial lipoprotein	8
GO:0071221	cellular response to bacterial lipopeptide	8
GO:0032493	response to bacterial lipoprotein	8
GO:0070339	response to bacterial lipopeptide	8
GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	4
GO:0071724	response to diacyl bacterial lipopeptide	5
GO:0071726	cellular response to diacyl bacterial lipopeptide	5
GO:0070391	response to lipoteichoic acid	5
GO:0071223	cellular response to lipoteichoic acid	5
GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	3
GO:0071725	response to triacyl bacterial lipopeptide	3
GO:0071727	cellular response to triacyl bacterial lipopeptide	3
GO:1990911	response to psychosocial stress	1
GO:2000969	positive regulation of AMPA receptor activity	1
GO:1904904	regulation of endothelial cell-matrix adhesion via fibronectin	7
GO:1904906	positive regulation of endothelial cell-matrix adhesion via fibronectin	5
GO:1902204	positive regulation of hepatocyte growth factor receptor signaling pathway	1
GO:0051902	negative regulation of mitochondrial depolarization	3
GO:1904180	negative regulation of membrane depolarization	3
GO:2000120	positive regulation of sodium-dependent phosphate transport	1
GO:0090215	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	1
GO:0090216	positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	1
GO:2001023	regulation of response to drug	3
GO:0072718	response to cisplatin	3
GO:0072719	cellular response to cisplatin	3
GO:0060075	regulation of resting membrane potential	3
GO:0014861	regulation of skeletal muscle contraction via regulation of action potential	1
GO:0015881	creatine transmembrane transport	2
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	19
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	13
GO:0070487	monocyte aggregation	3
GO:0045917	positive regulation of complement activation	4
GO:1903597	negative regulation of gap junction assembly	1
GO:0035504	regulation of myosin light chain kinase activity	1
GO:0035505	positive regulation of myosin light chain kinase activity	1
GO:0002922	positive regulation of humoral immune response	11
GO:0030730	sequestering of triglyceride	3
GO:0060558	regulation of calcidiol 1-monooxygenase activity	6
GO:0060559	positive regulation of calcidiol 1-monooxygenase activity	3
GO:0071898	regulation of estrogen receptor binding	3
GO:0071899	negative regulation of estrogen receptor binding	3
GO:2000834	regulation of androgen secretion	1
GO:2000836	positive regulation of androgen secretion	1
GO:0044060	regulation of endocrine process	14
GO:2000831	regulation of steroid hormone secretion	7
GO:2000833	positive regulation of steroid hormone secretion	6
GO:2000846	regulation of corticosteroid hormone secretion	5
GO:2000848	positive regulation of corticosteroid hormone secretion	5
GO:0051464	positive regulation of cortisol secretion	4
GO:0051462	regulation of cortisol secretion	4
GO:2000849	regulation of glucocorticoid secretion	4
GO:2000851	positive regulation of glucocorticoid secretion	4
GO:0042536	NA	7
GO:0040014	regulation of multicellular organism growth	7
GO:0040018	positive regulation of multicellular organism growth	7
GO:0060123	regulation of growth hormone secretion	3
GO:0048520	positive regulation of behavior	4
GO:0042753	positive regulation of circadian rhythm	3
GO:0060124	positive regulation of growth hormone secretion	2
GO:0042320	regulation of circadian sleep/wake cycle, REM sleep	2
GO:0045938	positive regulation of circadian sleep/wake cycle, sleep	2
GO:0030252	growth hormone secretion	5
GO:0042754	negative regulation of circadian rhythm	3
GO:0051459	regulation of corticotropin secretion	4
GO:0051461	positive regulation of corticotropin secretion	3
GO:0048521	negative regulation of behavior	2
GO:0060398	regulation of growth hormone receptor signaling pathway	2
GO:0042321	negative regulation of circadian sleep/wake cycle, sleep	1
GO:0046010	positive regulation of circadian sleep/wake cycle, non-REM sleep	1
GO:0060399	positive regulation of growth hormone receptor signaling pathway	1
GO:0042322	negative regulation of circadian sleep/wake cycle, REM sleep	1
GO:0045188	regulation of circadian sleep/wake cycle, non-REM sleep	1
GO:0086023	adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	2
GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	2
GO:0140200	adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate	2
GO:0001993	regulation of systemic arterial blood pressure by norepinephrine-epinephrine	1
GO:0086024	adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate	1
GO:0001996	positive regulation of heart rate by epinephrine-norepinephrine	1
GO:0003321	positive regulation of blood pressure by epinephrine-norepinephrine	1
GO:0042984	regulation of amyloid precursor protein biosynthetic process	7
GO:0010561	negative regulation of glycoprotein biosynthetic process	9
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	4
GO:1905032	negative regulation of membrane repolarization during cardiac muscle cell action potential	3
GO:1905025	negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential	1
GO:0051593	response to folic acid	1
GO:0071231	cellular response to folic acid	1
GO:0051180	vitamin transport	27
GO:0072337	modified amino acid transport	19
GO:0015884	folic acid transport	6
GO:1903645	negative regulation of chaperone-mediated protein folding	2
GO:1903636	regulation of protein insertion into mitochondrial outer membrane	1
GO:1903638	positive regulation of protein insertion into mitochondrial outer membrane	1
GO:1903332	regulation of protein folding	6
GO:1903333	negative regulation of protein folding	3
GO:1903644	regulation of chaperone-mediated protein folding	3
GO:0032218	riboflavin transport	4
GO:0097744	urate salt excretion	1
GO:1990962	xenobiotic transport across blood-brain barrier	2
GO:0010232	vascular transport	7
GO:0150104	transport across blood-brain barrier	7
GO:1904995	negative regulation of leukocyte adhesion to vascular endothelial cell	13
GO:0035759	mesangial cell-matrix adhesion	1
GO:2000527	regulation of myeloid dendritic cell chemotaxis	1
GO:2000529	positive regulation of myeloid dendritic cell chemotaxis	1
GO:0002691	regulation of cellular extravasation	14
GO:0002692	negative regulation of cellular extravasation	5
GO:1903236	regulation of leukocyte tethering or rolling	6
GO:1903237	negative regulation of leukocyte tethering or rolling	4
GO:0030322	stabilization of membrane potential	1
GO:0001915	negative regulation of T cell mediated cytotoxicity	4
GO:2001199	negative regulation of dendritic cell differentiation	3
GO:0050765	negative regulation of phagocytosis	9
GO:0002887	negative regulation of myeloid leukocyte mediated immunity	4
GO:1902564	negative regulation of neutrophil activation	3
GO:0002674	negative regulation of acute inflammatory response	5
GO:0099175	regulation of postsynapse organization	14
GO:1902950	regulation of dendritic spine maintenance	4
GO:0043031	negative regulation of macrophage activation	4
GO:0043317	regulation of cytotoxic T cell degranulation	2
GO:0043318	negative regulation of cytotoxic T cell degranulation	2
GO:0002312	B cell activation involved in immune response	4
GO:0002864	regulation of acute inflammatory response to antigenic stimulus	3
GO:0002883	regulation of hypersensitivity	2
GO:0002892	regulation of type II hypersensitivity	2
GO:0001796	regulation of type IIa hypersensitivity	2
GO:0001813	regulation of antibody-dependent cellular cytotoxicity	2
GO:0002335	mature B cell differentiation	1
GO:0002622	regulation of B cell antigen processing and presentation	1
GO:0001797	negative regulation of type IIa hypersensitivity	1
GO:0002434	immune complex clearance	1
GO:0002893	negative regulation of type II hypersensitivity	1
GO:0002884	negative regulation of hypersensitivity	1
GO:0002266	follicular dendritic cell activation	1
GO:0002313	mature B cell differentiation involved in immune response	1
GO:0002316	follicular B cell differentiation	1
GO:0001814	negative regulation of antibody-dependent cellular cytotoxicity	1
GO:0002436	immune complex clearance by monocytes and macrophages	1
GO:0002865	negative regulation of acute inflammatory response to antigenic stimulus	2
GO:0090264	regulation of immune complex clearance by monocytes and macrophages	2
GO:0006982	response to lipid hydroperoxide	3
GO:0071449	cellular response to lipid hydroperoxide	1
GO:0032351	negative regulation of hormone metabolic process	9
GO:0030656	regulation of vitamin metabolic process	9
GO:0046137	negative regulation of vitamin metabolic process	6
GO:0071241	cellular response to inorganic substance	78
GO:0071248	cellular response to metal ion	67
GO:0010035	response to inorganic substance	189
GO:0010038	response to metal ion	125
GO:0051592	response to calcium ion	61
GO:0071277	cellular response to calcium ion	27
GO:0034310	primary alcohol catabolic process	11
GO:1901616	organic hydroxy compound catabolic process	34
GO:0046164	alcohol catabolic process	26
GO:0120255	olefinic compound biosynthetic process	11
GO:0120254	olefinic compound metabolic process	73
GO:0019369	arachidonic acid metabolic process	38
GO:0006692	prostanoid metabolic process	29
GO:0006693	prostaglandin metabolic process	29
GO:0006633	fatty acid biosynthetic process	69
GO:0046456	icosanoid biosynthetic process	33
GO:0006636	unsaturated fatty acid biosynthetic process	32
GO:1901568	fatty acid derivative metabolic process	121
GO:0033559	unsaturated fatty acid metabolic process	75
GO:0006690	icosanoid metabolic process	73
GO:0006631	fatty acid metabolic process	189
GO:0001676	long-chain fatty acid metabolic process	83
GO:1901570	fatty acid derivative biosynthetic process	74
GO:0072330	monocarboxylic acid biosynthetic process	118
GO:0016053	organic acid biosynthetic process	194
GO:0046394	carboxylic acid biosynthetic process	194
GO:0062014	negative regulation of small molecule metabolic process	56
GO:0045833	negative regulation of lipid metabolic process	59
GO:0051055	negative regulation of lipid biosynthetic process	37
GO:0038166	angiotensin-activated signaling pathway	5
GO:1904385	cellular response to angiotensin	9
GO:1990776	response to angiotensin	9
GO:0032350	regulation of hormone metabolic process	23
GO:0010566	regulation of ketone biosynthetic process	12
GO:0070269	pyroptosis	3
GO:0044546	NLRP3 inflammasome complex assembly	1
GO:1904270	pyroptosome complex assembly	1
GO:0042904	9-cis-retinoic acid biosynthetic process	1
GO:0042905	9-cis-retinoic acid metabolic process	1
GO:0042573	retinoic acid metabolic process	20
GO:0008299	isoprenoid biosynthetic process	10
GO:0016114	terpenoid biosynthetic process	4
GO:0002138	retinoic acid biosynthetic process	3
GO:0016102	diterpenoid biosynthetic process	3
GO:2000097	regulation of smooth muscle cell-matrix adhesion	3
GO:2000098	negative regulation of smooth muscle cell-matrix adhesion	2
GO:1900016	negative regulation of cytokine production involved in inflammatory response	18
GO:0034443	negative regulation of lipoprotein oxidation	1
GO:0060588	negative regulation of lipoprotein lipid oxidation	1
GO:0034442	regulation of lipoprotein oxidation	1
GO:0060587	regulation of lipoprotein lipid oxidation	1
GO:0050746	regulation of lipoprotein metabolic process	10
GO:0050748	negative regulation of lipoprotein metabolic process	4
GO:2000405	negative regulation of T cell migration	3
GO:0042308	negative regulation of protein import into nucleus	5
GO:1904590	negative regulation of protein import	5
GO:2000501	regulation of natural killer cell chemotaxis	8
GO:2000503	positive regulation of natural killer cell chemotaxis	5
GO:1901623	regulation of lymphocyte chemotaxis	18
GO:0140131	positive regulation of lymphocyte chemotaxis	13
GO:0010819	regulation of T cell chemotaxis	11
GO:0010820	positive regulation of T cell chemotaxis	10
GO:0031584	activation of phospholipase D activity	3
GO:0002676	regulation of chronic inflammatory response	1
GO:0070234	positive regulation of T cell apoptotic process	8
GO:2000108	positive regulation of leukocyte apoptotic process	13
GO:0070230	positive regulation of lymphocyte apoptotic process	9
GO:0070228	regulation of lymphocyte apoptotic process	21
GO:0070232	regulation of T cell apoptotic process	12
GO:0048245	eosinophil chemotaxis	8
GO:0072677	eosinophil migration	8
GO:1905517	macrophage migration	10
GO:0048246	macrophage chemotaxis	8
GO:0001708	cell fate specification	5
GO:0016576	histone dephosphorylation	3
GO:0007501	mesodermal cell fate specification	1
GO:0048332	mesoderm morphogenesis	7
GO:0001707	mesoderm formation	6
GO:0048333	mesodermal cell differentiation	6
GO:0060795	cell fate commitment involved in formation of primary germ layer	6
GO:0001710	mesodermal cell fate commitment	3
GO:0060900	embryonic camera-type eye formation	2
GO:0061029	eyelid development in camera-type eye	2
GO:0031076	embryonic camera-type eye development	2
GO:0048048	embryonic eye morphogenesis	2
GO:0048596	embryonic camera-type eye morphogenesis	2
GO:0060363	cranial suture morphogenesis	2
GO:0033128	negative regulation of histone phosphorylation	2
GO:2000793	cell proliferation involved in heart valve development	1
GO:0014067	negative regulation of phosphatidylinositol 3-kinase signaling	9
GO:0042473	outer ear morphogenesis	3
GO:0032642	regulation of chemokine production	39
GO:0032722	positive regulation of chemokine production	27
GO:0071637	regulation of monocyte chemotactic protein-1 production	10
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	7
GO:0042102	positive regulation of T cell proliferation	57
GO:0070665	positive regulation of leukocyte proliferation	82
GO:0032946	positive regulation of mononuclear cell proliferation	74
GO:0050671	positive regulation of lymphocyte proliferation	73
GO:0042129	regulation of T cell proliferation	80
GO:0070663	regulation of leukocyte proliferation	118
GO:0032944	regulation of mononuclear cell proliferation	108
GO:0050670	regulation of lymphocyte proliferation	106
GO:0051251	positive regulation of lymphocyte activation	151
GO:0050867	positive regulation of cell activation	179
GO:0002696	positive regulation of leukocyte activation	174
GO:0022409	positive regulation of cell-cell adhesion	164
GO:1903039	positive regulation of leukocyte cell-cell adhesion	133
GO:0050870	positive regulation of T cell activation	119
GO:1903037	regulation of leukocyte cell-cell adhesion	182
GO:0050863	regulation of T cell activation	168
GO:0030888	regulation of B cell proliferation	24
GO:0030890	positive regulation of B cell proliferation	17
GO:0050864	regulation of B cell activation	43
GO:0050871	positive regulation of B cell activation	30
GO:0043111	replication fork arrest	1
