go_id	go_name
GO:0061099	negative regulation of protein tyrosine kinase activity
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0061387	regulation of extent of cell growth
GO:0061726	mitochondrion disassembly
GO:0070198	protein localization to chromosome, telomeric region
GO:0071044	histone mRNA catabolic process
GO:0071300	cellular response to retinoic acid
GO:0071360	cellular response to exogenous dsRNA
GO:0071459	protein localization to chromosome, centromeric region
GO:0072089	stem cell proliferation
GO:0090162	establishment of epithelial cell polarity
GO:0090207	regulation of triglyceride metabolic process
GO:0098543	detection of other organism
GO:0150077	regulation of neuroinflammatory response
GO:1900121	negative regulation of receptor binding
GO:1901163	regulation of trophoblast cell migration
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
GO:1901798	positive regulation of signal transduction by p53 class mediator
GO:1902004	positive regulation of amyloid-beta formation
GO:1903205	regulation of hydrogen peroxide-induced cell death
GO:1903513	endoplasmic reticulum to cytosol transport
GO:1903792	negative regulation of anion transport
GO:1904031	positive regulation of cyclin-dependent protein kinase activity
GO:1904262	negative regulation of TORC1 signaling
GO:1905523	positive regulation of macrophage migration
GO:1990573	potassium ion import across plasma membrane
GO:2000273	positive regulation of signaling receptor activity
GO:2000774	positive regulation of cellular senescence
GO:0000413	protein peptidyl-prolyl isomerization
GO:0001764	neuron migration
GO:0001919	regulation of receptor recycling
GO:0002244	hematopoietic progenitor cell differentiation
GO:0002673	regulation of acute inflammatory response
GO:0002691	regulation of cellular extravasation
GO:0002716	negative regulation of natural killer cell mediated immunity
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin
GO:0003176	aortic valve development
GO:0003180	aortic valve morphogenesis
GO:0005980	glycogen catabolic process
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation
GO:0006544	glycine metabolic process
GO:0006555	methionine metabolic process
GO:0006586	indolalkylamine metabolic process
GO:0006740	NADPH regeneration
GO:0006833	water transport
GO:0006940	regulation of smooth muscle contraction
GO:0007292	female gamete generation
GO:0007339	binding of sperm to zona pellucida
GO:0009264	deoxyribonucleotide catabolic process
GO:0009303	rRNA transcription
GO:0010801	negative regulation of peptidyl-threonine phosphorylation
GO:0010988	regulation of low-density lipoprotein particle clearance
GO:0014033	neural crest cell differentiation
GO:0014902	myotube differentiation
GO:0016045	detection of bacterium
GO:0016137	glycoside metabolic process
GO:0019054	modulation by virus of host cellular process
GO:0019229	regulation of vasoconstriction
GO:0021782	glial cell development
GO:0030032	lamellipodium assembly
GO:0030033	microvillus assembly
GO:0030072	peptide hormone secretion
GO:0030194	positive regulation of blood coagulation
GO:0030225	macrophage differentiation
GO:0030397	membrane disassembly
GO:0030837	negative regulation of actin filament polymerization
GO:0031214	biomineral tissue development
GO:0032528	microvillus organization
GO:0032740	positive regulation of interleukin-17 production
GO:0032878	regulation of establishment or maintenance of cell polarity
GO:0033273	response to vitamin
GO:0034116	positive regulation of heterotypic cell-cell adhesion
GO:0034142	toll-like receptor 4 signaling pathway
GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway
GO:0034471	ncRNA 5'-end processing
GO:0035330	regulation of hippo signaling
GO:0035455	response to interferon-alpha
GO:0042044	fluid transport
GO:0042430	indole-containing compound metabolic process
GO:0042982	amyloid precursor protein metabolic process
GO:0043101	purine-containing compound salvage
GO:0043525	positive regulation of neuron apoptotic process
GO:0043691	reverse cholesterol transport
GO:0043922	negative regulation by host of viral transcription
GO:0043968	histone H2A acetylation
GO:0044060	regulation of endocrine process
GO:0044764	multi-organism cellular process
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity
GO:0045471	response to ethanol
GO:0045618	positive regulation of keratinocyte differentiation
GO:0045655	regulation of monocyte differentiation
GO:0045933	positive regulation of muscle contraction
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity
GO:0046386	deoxyribose phosphate catabolic process
GO:0046514	ceramide catabolic process
GO:0046827	positive regulation of protein export from nucleus
GO:0046928	regulation of neurotransmitter secretion
GO:0048592	eye morphogenesis
GO:0048634	regulation of muscle organ development
GO:0048706	embryonic skeletal system development
GO:0048864	stem cell development
GO:0050651	dermatan sulfate proteoglycan biosynthetic process
GO:0050773	regulation of dendrite development
GO:0050795	regulation of behavior
GO:0050820	positive regulation of coagulation
GO:0050857	positive regulation of antigen receptor-mediated signaling pathway
GO:0050918	positive chemotaxis
GO:0050931	pigment cell differentiation
GO:0051044	positive regulation of membrane protein ectodomain proteolysis
GO:0051081	nuclear envelope disassembly
GO:0051125	regulation of actin nucleation
GO:0051151	negative regulation of smooth muscle cell differentiation
GO:0051444	negative regulation of ubiquitin-protein transferase activity
GO:0051642	centrosome localization
GO:0051788	response to misfolded protein
GO:0051923	sulfation
GO:0055010	ventricular cardiac muscle tissue morphogenesis
GO:0060324	face development
GO:0060766	negative regulation of androgen receptor signaling pathway
GO:0061158	3'-UTR-mediated mRNA destabilization
GO:0061339	establishment or maintenance of monopolar cell polarity
GO:0061842	microtubule organizing center localization
GO:0061982	meiosis I cell cycle process
GO:0070098	chemokine-mediated signaling pathway
GO:0070131	positive regulation of mitochondrial translation
GO:0070199	establishment of protein localization to chromosome
GO:0070527	platelet aggregation
GO:0070633	transepithelial transport
GO:0070723	response to cholesterol
GO:0071243	cellular response to arsenic-containing substance
GO:0071322	cellular response to carbohydrate stimulus
GO:0071402	cellular response to lipoprotein particle stimulus
GO:0071624	positive regulation of granulocyte chemotaxis
GO:0071625	vocalization behavior
GO:0086011	membrane repolarization during action potential
GO:0086013	membrane repolarization during cardiac muscle cell action potential
GO:0090141	positive regulation of mitochondrial fission
GO:0090153	regulation of sphingolipid biosynthetic process
GO:0090370	negative regulation of cholesterol efflux
GO:0097202	activation of cysteine-type endopeptidase activity
GO:0099116	tRNA 5'-end processing
GO:0099173	postsynapse organization
GO:0099175	regulation of postsynapse organization
GO:0099622	cardiac muscle cell membrane repolarization
GO:0110148	biomineralization
GO:1900048	positive regulation of hemostasis
GO:1901017	negative regulation of potassium ion transmembrane transporter activity
GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:1902001	fatty acid transmembrane transport
GO:1902188	positive regulation of viral release from host cell
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:1902414	protein localization to cell junction
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus
GO:1902931	negative regulation of alcohol biosynthetic process
GO:1903055	positive regulation of extracellular matrix organization
GO:1904152	regulation of retrograde protein transport, ER to cytosol
GO:1904814	regulation of protein localization to chromosome, telomeric region
GO:1905038	regulation of membrane lipid metabolic process
GO:1905330	regulation of morphogenesis of an epithelium
GO:1905515	non-motile cilium assembly
GO:1990138	neuron projection extension
GO:2000251	positive regulation of actin cytoskeleton reorganization
GO:2000272	negative regulation of signaling receptor activity
GO:2000725	regulation of cardiac muscle cell differentiation
GO:2000773	negative regulation of cellular senescence
GO:2001028	positive regulation of endothelial cell chemotaxis
GO:0000097	sulfur amino acid biosynthetic process
GO:0000963	mitochondrial RNA processing
GO:0001504	neurotransmitter uptake
GO:0001836	release of cytochrome c from mitochondria
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002834	regulation of response to tumor cell
GO:0002837	regulation of immune response to tumor cell
GO:0003009	skeletal muscle contraction
GO:0003151	outflow tract morphogenesis
GO:0006098	pentose-phosphate shunt
GO:0006111	regulation of gluconeogenesis
GO:0006305	DNA alkylation
GO:0006306	DNA methylation
GO:0006474	N-terminal protein amino acid acetylation
GO:0006646	phosphatidylethanolamine biosynthetic process
GO:0006670	sphingosine metabolic process
GO:0006688	glycosphingolipid biosynthetic process
GO:0006911	phagocytosis, engulfment
GO:0007020	microtubule nucleation
GO:0007064	mitotic sister chromatid cohesion
GO:0007099	centriole replication
GO:0007127	meiosis I
GO:0007263	nitric oxide mediated signal transduction
GO:0007603	phototransduction, visible light
GO:0007613	memory
GO:0008053	mitochondrial fusion
GO:0009127	purine nucleoside monophosphate biosynthetic process
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
GO:0009190	cyclic nucleotide biosynthetic process
GO:0009261	ribonucleotide catabolic process
GO:0009798	axis specification
GO:0010171	body morphogenesis
GO:0010523	negative regulation of calcium ion transport into cytosol
GO:0010528	regulation of transposition
GO:0010529	negative regulation of transposition
GO:0010613	positive regulation of cardiac muscle hypertrophy
GO:0010661	positive regulation of muscle cell apoptotic process
GO:0010714	positive regulation of collagen metabolic process
GO:0010884	positive regulation of lipid storage
GO:0010885	regulation of cholesterol storage
GO:0010893	positive regulation of steroid biosynthetic process
GO:0010985	negative regulation of lipoprotein particle clearance
GO:0014742	positive regulation of muscle hypertrophy
GO:0016246	RNA interference
GO:0018027	peptidyl-lysine dimethylation
GO:0019081	viral translation
GO:0019432	triglyceride biosynthetic process
GO:0019883	antigen processing and presentation of endogenous antigen
GO:0030038	contractile actin filament bundle assembly
GO:0030205	dermatan sulfate metabolic process
GO:0030207	chondroitin sulfate catabolic process
GO:0030239	myofibril assembly
GO:0030323	respiratory tube development
GO:0030324	lung development
GO:0030857	negative regulation of epithelial cell differentiation
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway
GO:0032239	regulation of nucleobase-containing compound transport
GO:0032330	regulation of chondrocyte differentiation
GO:0032366	intracellular sterol transport
GO:0032367	intracellular cholesterol transport
GO:0032769	negative regulation of monooxygenase activity
GO:0032780	negative regulation of ATPase activity
GO:0033046	negative regulation of sister chromatid segregation
GO:0033048	negative regulation of mitotic sister chromatid segregation
GO:0034110	regulation of homotypic cell-cell adhesion
GO:0034204	lipid translocation
GO:0034312	diol biosynthetic process
GO:0034405	response to fluid shear stress
GO:0034453	microtubule anchoring
GO:0035024	negative regulation of Rho protein signal transduction
GO:0035094	response to nicotine
GO:0035148	tube formation
GO:0035723	interleukin-15-mediated signaling pathway
GO:0036109	alpha-linolenic acid metabolic process
GO:0036315	cellular response to sterol
GO:0038084	vascular endothelial growth factor signaling pathway
GO:0042026	protein refolding
GO:0042133	neurotransmitter metabolic process
GO:0042359	vitamin D metabolic process
GO:0042454	ribonucleoside catabolic process
GO:0042535	NA
GO:0042572	retinol metabolic process
GO:0042730	fibrinolysis
GO:0043149	stress fiber assembly
GO:0043649	dicarboxylic acid catabolic process
GO:0045581	negative regulation of T cell differentiation
GO:0045724	positive regulation of cilium assembly
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045841	negative regulation of mitotic metaphase/anaphase transition
GO:0045995	regulation of embryonic development
GO:0046631	alpha-beta T cell activation
GO:0046856	phosphatidylinositol dephosphorylation
GO:0048147	negative regulation of fibroblast proliferation
GO:0048640	negative regulation of developmental growth
GO:0050926	regulation of positive chemotaxis
GO:0051154	negative regulation of striated muscle cell differentiation
GO:0051291	protein heterooligomerization
GO:0051350	negative regulation of lyase activity
GO:0051985	negative regulation of chromosome segregation
GO:0052652	cyclic purine nucleotide metabolic process
GO:0055078	sodium ion homeostasis
GO:0055094	response to lipoprotein particle
GO:0060263	regulation of respiratory burst
GO:0060323	head morphogenesis
GO:0060397	growth hormone receptor signaling pathway via JAK-STAT
GO:0061162	establishment of monopolar cell polarity
GO:0070672	response to interleukin-15
GO:0070989	oxidative demethylation
GO:0070997	neuron death
GO:0071350	cellular response to interleukin-15
GO:0072583	clathrin-dependent endocytosis
GO:0072678	T cell migration
GO:0080111	DNA demethylation
GO:0080182	histone H3-K4 trimethylation
GO:0086066	atrial cardiac muscle cell to AV node cell communication
GO:0086069	bundle of His cell to Purkinje myocyte communication
GO:0090161	Golgi ribbon formation
GO:0090201	negative regulation of release of cytochrome c from mitochondria
GO:0090314	positive regulation of protein targeting to membrane
GO:0099174	regulation of presynapse organization
GO:0099518	vesicle cytoskeletal trafficking
GO:0140131	positive regulation of lymphocyte chemotaxis
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:1900181	negative regulation of protein localization to nucleus
GO:1901071	glucosamine-containing compound metabolic process
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:1902187	negative regulation of viral release from host cell
GO:1902624	positive regulation of neutrophil migration
GO:1902883	negative regulation of response to oxidative stress
GO:1903020	positive regulation of glycoprotein metabolic process
GO:1903214	regulation of protein targeting to mitochondrion
GO:1903409	reactive oxygen species biosynthetic process
GO:1903543	positive regulation of exosomal secretion
GO:1903894	regulation of IRE1-mediated unfolded protein response
GO:1904995	negative regulation of leukocyte adhesion to vascular endothelial cell
GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process
GO:1905819	negative regulation of chromosome separation
GO:2000108	positive regulation of leukocyte apoptotic process
GO:2000232	regulation of rRNA processing
GO:2000303	regulation of ceramide biosynthetic process
GO:2000757	negative regulation of peptidyl-lysine acetylation
GO:2000816	negative regulation of mitotic sister chromatid separation
GO:0000380	alternative mRNA splicing, via spliceosome
GO:0001706	endoderm formation
GO:0001890	placenta development
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin
GO:0002002	regulation of angiotensin levels in blood
GO:0002003	angiotensin maturation
GO:0002026	regulation of the force of heart contraction
GO:0002082	regulation of oxidative phosphorylation
GO:0002286	T cell activation involved in immune response
GO:0002407	dendritic cell chemotaxis
GO:0002456	T cell mediated immunity
GO:0002483	antigen processing and presentation of endogenous peptide antigen
GO:0002689	negative regulation of leukocyte chemotaxis
GO:0002726	positive regulation of T cell cytokine production
GO:0002836	positive regulation of response to tumor cell
GO:0002839	positive regulation of immune response to tumor cell
GO:0005513	detection of calcium ion
GO:0006069	ethanol oxidation
GO:0006084	acetyl-CoA metabolic process
GO:0006491	N-glycan processing
GO:0006553	lysine metabolic process
GO:0006554	lysine catabolic process
GO:0006595	polyamine metabolic process
GO:0006858	extracellular transport
GO:0006999	nuclear pore organization
GO:0007077	mitotic nuclear envelope disassembly
GO:0007094	mitotic spindle assembly checkpoint
GO:0007631	feeding behavior
GO:0008088	axo-dendritic transport
GO:0009067	aspartate family amino acid biosynthetic process
GO:0009112	nucleobase metabolic process
GO:0009154	purine ribonucleotide catabolic process
GO:0009309	amine biosynthetic process
GO:0009952	anterior/posterior pattern specification
GO:0010310	regulation of hydrogen peroxide metabolic process
GO:0010447	response to acidic pH
GO:0010566	regulation of ketone biosynthetic process
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway
GO:0010644	cell communication by electrical coupling
GO:0010745	negative regulation of macrophage derived foam cell differentiation
GO:0010759	positive regulation of macrophage chemotaxis
GO:0010872	regulation of cholesterol esterification
GO:0014031	mesenchymal cell development
GO:0014032	neural crest cell development
GO:0015844	monoamine transport
GO:0016601	Rac protein signal transduction
GO:0019377	glycolipid catabolic process
GO:0022616	DNA strand elongation
GO:0030041	actin filament polymerization
GO:0030183	B cell differentiation
GO:0030199	collagen fibril organization
GO:0030208	dermatan sulfate biosynthetic process
GO:0030279	negative regulation of ossification
GO:0030513	positive regulation of BMP signaling pathway
GO:0030516	regulation of axon extension
GO:0030575	nuclear body organization
GO:0030859	polarized epithelial cell differentiation
GO:0031054	pre-miRNA processing
GO:0031167	rRNA methylation
GO:0031529	ruffle organization
GO:0031577	spindle checkpoint
GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway
GO:0031670	cellular response to nutrient
GO:0032438	melanosome organization
GO:0032495	response to muramyl dipeptide
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production
GO:0032695	negative regulation of interleukin-12 production
GO:0032928	regulation of superoxide anion generation
GO:0032967	positive regulation of collagen biosynthetic process
GO:0034162	toll-like receptor 9 signaling pathway
GO:0034314	Arp2/3 complex-mediated actin nucleation
GO:0034331	cell junction maintenance
GO:0034370	triglyceride-rich lipoprotein particle remodeling
GO:0035067	negative regulation of histone acetylation
GO:0035089	establishment of apical/basal cell polarity
GO:0035751	regulation of lysosomal lumen pH
GO:0036336	dendritic cell migration
GO:0038179	neurotrophin signaling pathway
GO:0042340	keratan sulfate catabolic process
GO:0042403	thyroid hormone metabolic process
GO:0042475	odontogenesis of dentin-containing tooth
GO:0042552	myelination
GO:0042733	embryonic digit morphogenesis
GO:0042737	drug catabolic process
GO:0042744	hydrogen peroxide catabolic process
GO:0042772	DNA damage response, signal transduction resulting in transcription
GO:0043113	receptor clustering
GO:0043117	positive regulation of vascular permeability
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0043171	peptide catabolic process
GO:0043174	nucleoside salvage
GO:0043252	sodium-independent organic anion transport
GO:0043279	response to alkaloid
GO:0043302	positive regulation of leukocyte degranulation
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043628	ncRNA 3'-end processing
GO:0043951	negative regulation of cAMP-mediated signaling
GO:0044827	modulation by host of viral genome replication
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate
GO:0045332	phospholipid translocation
GO:0045599	negative regulation of fat cell differentiation
GO:0045649	regulation of macrophage differentiation
GO:0045723	positive regulation of fatty acid biosynthetic process
GO:0045745	positive regulation of G protein-coupled receptor signaling pathway
GO:0045761	regulation of adenylate cyclase activity
GO:0045799	positive regulation of chromatin assembly or disassembly
GO:0046339	diacylglycerol metabolic process
GO:0046627	negative regulation of insulin receptor signaling pathway
GO:0046636	negative regulation of alpha-beta T cell activation
GO:0046641	positive regulation of alpha-beta T cell proliferation
GO:0046677	response to antibiotic
GO:0048041	focal adhesion assembly
GO:0048753	pigment granule organization
GO:0048806	genitalia development
GO:0050435	amyloid-beta metabolic process
GO:0050771	negative regulation of axonogenesis
GO:0050860	negative regulation of T cell receptor signaling pathway
GO:0050927	positive regulation of positive chemotaxis
GO:0051000	positive regulation of nitric-oxide synthase activity
GO:0051084	'de novo' posttranslational protein folding
GO:0051284	positive regulation of sequestering of calcium ion
GO:0051491	positive regulation of filopodium assembly
GO:0051570	regulation of histone H3-K9 methylation
GO:0051895	negative regulation of focal adhesion assembly
GO:0051917	regulation of fibrinolysis
GO:0051988	regulation of attachment of spindle microtubules to kinetochore
GO:0055021	regulation of cardiac muscle tissue growth
GO:0055069	zinc ion homeostasis
GO:0060325	face morphogenesis
GO:0060389	pathway-restricted SMAD protein phosphorylation
GO:0060420	regulation of heart growth
GO:0070202	regulation of establishment of protein localization to chromosome
GO:0070206	protein trimerization
GO:0070207	protein homotrimerization
GO:0070232	regulation of T cell apoptotic process
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade
GO:0070935	3'-UTR-mediated mRNA stabilization
GO:0071173	spindle assembly checkpoint
GO:0071174	mitotic spindle checkpoint
GO:0071312	cellular response to alkaloid
GO:0071318	cellular response to ATP
GO:0071384	cellular response to corticosteroid stimulus
GO:0071392	cellular response to estradiol stimulus
GO:0071467	cellular response to pH
GO:0071715	icosanoid transport
GO:0071763	nuclear membrane organization
GO:0071786	endoplasmic reticulum tubular network organization
GO:0072073	kidney epithelium development
GO:0072425	signal transduction involved in G2 DNA damage checkpoint
GO:0086005	ventricular cardiac muscle cell action potential
GO:0086014	atrial cardiac muscle cell action potential
GO:0086026	atrial cardiac muscle cell to AV node cell signaling
GO:0090023	positive regulation of neutrophil chemotaxis
GO:0090083	regulation of inclusion body assembly
GO:0090231	regulation of spindle checkpoint
GO:0090239	regulation of histone H4 acetylation
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090312	positive regulation of protein deacetylation
GO:0097164	ammonium ion metabolic process
GO:0097242	amyloid-beta clearance
GO:0098780	response to mitochondrial depolarisation
GO:0106058	positive regulation of calcineurin-mediated signaling
GO:0150118	negative regulation of cell-substrate junction organization
GO:1900027	regulation of ruffle assembly
GO:1900077	negative regulation of cellular response to insulin stimulus
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway
GO:1901032	negative regulation of response to reactive oxygen species
GO:1901096	regulation of autophagosome maturation
GO:1901571	fatty acid derivative transport
GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:1902644	tertiary alcohol metabolic process
GO:1902902	negative regulation of autophagosome assembly
GO:1902932	positive regulation of alcohol biosynthetic process
GO:1902992	negative regulation of amyloid precursor protein catabolic process
GO:1903019	negative regulation of glycoprotein metabolic process
GO:1903319	positive regulation of protein maturation
GO:1903504	regulation of mitotic spindle checkpoint
GO:1903579	negative regulation of ATP metabolic process
GO:1903599	positive regulation of autophagy of mitochondrion
GO:1904263	positive regulation of TORC1 signaling
GO:1904294	positive regulation of ERAD pathway
GO:1904668	positive regulation of ubiquitin protein ligase activity
GO:1904816	positive regulation of protein localization to chromosome, telomeric region
GO:1905209	positive regulation of cardiocyte differentiation
GO:1905606	regulation of presynapse assembly
GO:2000114	regulation of establishment of cell polarity
GO:2000402	negative regulation of lymphocyte migration
GO:2000479	regulation of cAMP-dependent protein kinase activity
GO:2000678	negative regulation of transcription regulatory region DNA binding
GO:2000765	regulation of cytoplasmic translation
GO:2001057	reactive nitrogen species metabolic process
GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0000002	mitochondrial genome maintenance
GO:0000098	sulfur amino acid catabolic process
GO:0000188	inactivation of MAPK activity
GO:0001325	formation of extrachromosomal circular DNA
GO:0001570	vasculogenesis
GO:0001573	ganglioside metabolic process
GO:0001682	tRNA 5'-leader removal
GO:0001916	positive regulation of T cell mediated cytotoxicity
GO:0002367	cytokine production involved in immune response
GO:0002714	positive regulation of B cell mediated immunity
GO:0002825	regulation of T-helper 1 type immune response
GO:0002891	positive regulation of immunoglobulin mediated immune response
GO:0002922	positive regulation of humoral immune response
GO:0005978	glycogen biosynthetic process
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0006244	pyrimidine nucleotide catabolic process
GO:0006309	apoptotic DNA fragmentation
GO:0006558	L-phenylalanine metabolic process
GO:0006559	L-phenylalanine catabolic process
GO:0006750	glutathione biosynthetic process
GO:0006853	carnitine shuttle
GO:0006862	nucleotide transport
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
GO:0007026	negative regulation of microtubule depolymerization
GO:0007076	mitotic chromosome condensation
GO:0007212	dopamine receptor signaling pathway
GO:0008655	pyrimidine-containing compound salvage
GO:0009070	serine family amino acid biosynthetic process
GO:0009219	pyrimidine deoxyribonucleotide metabolic process
GO:0009250	glucan biosynthetic process
GO:0010043	response to zinc ion
GO:0010224	response to UV-B
GO:0010560	positive regulation of glycoprotein biosynthetic process
GO:0010635	regulation of mitochondrial fusion
GO:0010819	regulation of T cell chemotaxis
GO:0010830	regulation of myotube differentiation
GO:0014015	positive regulation of gliogenesis
GO:0015802	basic amino acid transport
GO:0016558	protein import into peroxisome matrix
GO:0019184	nonribosomal peptide biosynthetic process
GO:0019371	cyclooxygenase pathway
GO:0019627	urea metabolic process
GO:0030316	osteoclast differentiation
GO:0030497	fatty acid elongation
GO:0031061	negative regulation of histone methylation
GO:0031114	regulation of microtubule depolymerization
GO:0031453	positive regulation of heterochromatin assembly
GO:0031581	hemidesmosome assembly
GO:0031998	regulation of fatty acid beta-oxidation
GO:0032309	icosanoid secretion
GO:0032509	endosome transport via multivesicular body sorting pathway
GO:0032656	regulation of interleukin-13 production
GO:0032816	positive regulation of natural killer cell activation
GO:0032922	circadian regulation of gene expression
GO:0032930	positive regulation of superoxide anion generation
GO:0033623	regulation of integrin activation
GO:0033630	positive regulation of cell adhesion mediated by integrin
GO:0033700	phospholipid efflux
GO:0034063	stress granule assembly
GO:0034310	primary alcohol catabolic process
GO:0034393	positive regulation of smooth muscle cell apoptotic process
GO:0034501	protein localization to kinetochore
GO:0034629	cellular protein-containing complex localization
GO:0035331	negative regulation of hippo signaling
GO:0035458	cellular response to interferon-beta
GO:0035825	homologous recombination
GO:0036159	inner dynein arm assembly
GO:0036295	cellular response to increased oxygen levels
GO:0036296	response to increased oxygen levels
GO:0036473	cell death in response to oxidative stress
GO:0036499	PERK-mediated unfolded protein response
GO:0038110	interleukin-2-mediated signaling pathway
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway
GO:0042401	cellular biogenic amine biosynthetic process
GO:0042471	ear morphogenesis
GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein
GO:0042634	regulation of hair cycle
GO:0043032	positive regulation of macrophage activation
GO:0043097	pyrimidine nucleoside salvage
GO:0043116	negative regulation of vascular permeability
GO:0044030	regulation of DNA methylation
GO:0044058	regulation of digestive system process
GO:0044090	positive regulation of vacuole organization
GO:0044406	adhesion of symbiont to host
GO:0044794	positive regulation by host of viral process
GO:0045217	cell-cell junction maintenance
GO:0045591	positive regulation of regulatory T cell differentiation
GO:0045671	negative regulation of osteoclast differentiation
GO:0045823	positive regulation of heart contraction
GO:0046039	GTP metabolic process
GO:0046189	phenol-containing compound biosynthetic process
GO:0046415	urate metabolic process
GO:0046653	tetrahydrofolate metabolic process
GO:0046688	response to copper ion
GO:0046823	negative regulation of nucleocytoplasmic transport
GO:0046831	regulation of RNA export from nucleus
GO:0048011	neurotrophin TRK receptor signaling pathway
GO:0048385	regulation of retinoic acid receptor signaling pathway
GO:0048771	tissue remodeling
GO:0050885	neuromuscular process controlling balance
GO:0050995	negative regulation of lipid catabolic process
GO:0051095	regulation of helicase activity
GO:0051290	protein heterotetramerization
GO:0051402	neuron apoptotic process
GO:0051571	positive regulation of histone H3-K4 methylation
GO:0051654	establishment of mitochondrion localization
GO:0051782	negative regulation of cell division
GO:0051984	positive regulation of chromosome segregation
GO:0052803	imidazole-containing compound metabolic process
GO:0055083	monovalent inorganic anion homeostasis
GO:0060295	regulation of cilium movement involved in cell motility
GO:0060339	negative regulation of type I interferon-mediated signaling pathway
GO:0060391	positive regulation of SMAD protein signal transduction
GO:0060394	negative regulation of pathway-restricted SMAD protein phosphorylation
GO:0060993	kidney morphogenesis
GO:0061008	hepaticobiliary system development
GO:0061311	cell surface receptor signaling pathway involved in heart development
GO:0070103	regulation of interleukin-6-mediated signaling pathway
GO:0070106	interleukin-27-mediated signaling pathway
GO:0070203	regulation of establishment of protein localization to telomere
GO:0070213	protein auto-ADP-ribosylation
GO:0070669	response to interleukin-2
GO:0070757	interleukin-35-mediated signaling pathway
GO:0070863	positive regulation of protein exit from endoplasmic reticulum
GO:0070875	positive regulation of glycogen metabolic process
GO:0071071	regulation of phospholipid biosynthetic process
GO:0071218	cellular response to misfolded protein
GO:0071326	cellular response to monosaccharide stimulus
GO:0071331	cellular response to hexose stimulus
GO:0071333	cellular response to glucose stimulus
GO:0071352	cellular response to interleukin-2
GO:0071385	cellular response to glucocorticoid stimulus
GO:0071391	cellular response to estrogen stimulus
GO:0071398	cellular response to fatty acid
GO:0071875	adrenergic receptor signaling pathway
GO:0071941	nitrogen cycle metabolic process
GO:0090110	COPII-coated vesicle cargo loading
GO:0090278	negative regulation of peptide hormone secretion
GO:0090308	regulation of DNA methylation-dependent heterochromatin assembly
GO:0090656	t-circle formation
GO:0090657	telomeric loop disassembly
GO:0090737	telomere maintenance via telomere trimming
GO:0097320	plasma membrane tubulation
GO:0097345	mitochondrial outer membrane permeabilization
GO:0097428	protein maturation by iron-sulfur cluster transfer
GO:0098926	postsynaptic signal transduction
GO:0099054	presynapse assembly
GO:0099172	presynapse organization
GO:0106027	neuron projection organization
GO:0120255	olefinic compound biosynthetic process
GO:0120263	positive regulation of heterochromatin organization
GO:0140467	integrated stress response signaling
GO:1900017	positive regulation of cytokine production involved in inflammatory response
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response
GO:1900117	regulation of execution phase of apoptosis
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:1900424	regulation of defense response to bacterium
