tissueType	cellName	symbol	gene
Lung	Fibroblasts	FN1	2335
Lung	Fibroblasts	GSN	2934
Lung	Fibroblasts	LRP1	4035
Lung	Fibroblasts	PDGFRA	5156
Lung	Fibroblasts	TCF21	6943
Lung	Basal cells (Airway progenitor cells)	ABI3BP	25890
Lung	Basal cells (Airway progenitor cells)	AQP3	360
Lung	Basal cells (Airway progenitor cells)	DAPL1	92196
Lung	Basal cells (Airway progenitor cells)	GSTM2	NA
Lung	Basal cells (Airway progenitor cells)	HPGD	3248
Lung	Basal cells (Airway progenitor cells)	ICAM1	3383
Lung	Basal cells (Airway progenitor cells)	KRT14	3861
Lung	Basal cells (Airway progenitor cells)	KRT15	3866
Lung	Basal cells (Airway progenitor cells)	KRT5	3852
Lung	Basal cells (Airway progenitor cells)	PHLDA3	23612
Lung	Basal cells (Airway progenitor cells)	RPS18	NA
Lung	Basal cells (Airway progenitor cells)	SDC1	6382
Lung	Alveolar macrophages	ABCG1	9619
Lung	Alveolar macrophages	CCL3	NA
Lung	Alveolar macrophages	CD36	948
Lung	Alveolar macrophages	CLEC7A	64581
Lung	Alveolar macrophages	CSF2RB	1439
Lung	Alveolar macrophages	CXCL2	2920
Lung	Alveolar macrophages	G0S2	50486
Lung	Alveolar macrophages	GAL	51083
Lung	Alveolar macrophages	GDA	9615
Lung	Alveolar macrophages	GNGT2	2793
Lung	Alveolar macrophages	GPNMB	10457
Lung	Alveolar macrophages	IL18	3606
Lung	Alveolar macrophages	IL1B	3553
Lung	Alveolar macrophages	ITGAX	3687
Lung	Alveolar macrophages	KLHDC4	54758
Lung	Alveolar macrophages	MARCO	8685
Lung	Alveolar macrophages	MCEMP1	199675
Lung	Alveolar macrophages	MPP1	4354
Lung	Alveolar macrophages	MRC1	4360
Lung	Alveolar macrophages	OLR1	4973
Lung	Alveolar macrophages	PLET1	NA
Lung	Alveolar macrophages	S100A4	6275
Lung	Alveolar macrophages	TLR2	7097
Lung	Alveolar macrophages	TNFAIP2	7127
Lung	Alveolar macrophages	TRIM25	7706
Lung	Ciliated cells	APPL2	55198
Lung	Ciliated cells	ATP5MD	NA
Lung	Ciliated cells	CCDC153	283152
Lung	Ciliated cells	CCDC17	149483
Lung	Ciliated cells	CCDC181	57821
Lung	Ciliated cells	CCDC39	339829
Lung	Ciliated cells	CYP2S1	29785
Lung	Ciliated cells	FAM161A	84140
Lung	Ciliated cells	FOXJ1	2302
Lung	Ciliated cells	LRRC23	10233
Lung	Ciliated cells	ODF3B	440836
Lung	Ciliated cells	SCGB1A1	7356
Lung	Ciliated cells	SEC14L3	266629
Lung	Ciliated cells	SNTN	132203
Lung	Ciliated cells	STK11	6794
Lung	Ciliated cells	TMEM212	389177
Lung	Ciliated cells	TSPAN19	NA
Lung	Ciliated cells	TUBB4B	10383
Lung	Clara cells	AHR	196
Lung	Clara cells	ALDH1A1	216
Lung	Clara cells	BPIFA1	51297
Lung	Clara cells	CTSE	1510
Lung	Clara cells	CYP2E1	1571
Lung	Clara cells	CYP4B1	1580
Lung	Clara cells	ERN1	2081
Lung	Clara cells	FOXM1	2305
Lung	Clara cells	LEPR	3953
Lung	Clara cells	MUC1	4582
Lung	Clara cells	MUC4	4585
Lung	Clara cells	MUC5B	727897
Lung	Clara cells	RAB3D	9545
Lung	Clara cells	SCGB1A1	7356
Lung	Clara cells	SCGB3A1	92304
Lung	Clara cells	SCGB3A2	117156
Lung	Clara cells	SFTPA1	NA
Lung	Clara cells	SFTPC	6440
Lung	Clara cells	SFTPD	6441
Lung	Clara cells	SYT2	127833
Lung	Immune system cells	ADGRE1	2015
Lung	Immune system cells	ARG1	383
Lung	Immune system cells	BIRC5	332
Lung	Immune system cells	CCL17	6361
Lung	Immune system cells	CCL18	6362
Lung	Immune system cells	CD14	929
Lung	Immune system cells	CD163	9332
Lung	Immune system cells	CD19	930
Lung	Immune system cells	CD22	933
Lung	Immune system cells	CD3D	915
Lung	Immune system cells	CD3E	916
Lung	Immune system cells	CD3G	917
Lung	Immune system cells	CD4	920
Lung	Immune system cells	CD44	960
Lung	Immune system cells	CD5	921
Lung	Immune system cells	CD68	968
Lung	Immune system cells	CD74	972
Lung	Immune system cells	CD80	941
Lung	Immune system cells	CD83	9308
Lung	Immune system cells	CD86	942
Lung	Immune system cells	CD8A	925
Lung	Immune system cells	CD8B	926
Lung	Immune system cells	CDCA3	83461
Lung	Immune system cells	CDK1	983
Lung	Immune system cells	CEBPE	1053
Lung	Immune system cells	CR2	1380
Lung	Immune system cells	CSF1R	1436
Lung	Immune system cells	EAF2	55840
Lung	Immune system cells	FCER2	2208
Lung	Immune system cells	FCGR3A	NA
Lung	Immune system cells	FLT3	2322
Lung	Immune system cells	GIMAP3P	NA
Lung	Immune system cells	HLA-DRA	3122
Lung	Immune system cells	HMMR	3161
Lung	Immune system cells	IGHM	NA
Lung	Immune system cells	IL2RA	3559
Lung	Immune system cells	ITGAE	3682
Lung	Immune system cells	ITGAM	3684
Lung	Immune system cells	ITGAX	3687
Lung	Immune system cells	LAX1	54900
Lung	Immune system cells	MS4A14	84689
Lung	Immune system cells	MZB1	51237
Lung	Immune system cells	NRP1	8829
Lung	Immune system cells	NUSAP1	51203
Lung	Immune system cells	PAX5	5079
Lung	Immune system cells	PRG2	5553
Lung	Immune system cells	PTPRC	5788
Lung	Immune system cells	SLPI	6590
Lung	Immune system cells	THBD	7056
Lung	Immune system cells	TNFRSF17	608
Lung	Immune system cells	TRBC1	NA
Lung	Immune system cells	XCR1	2829
Lung	Endothelial cell	CD34	947
Lung	Endothelial cell	EGFL7	51162
Lung	Endothelial cell	EMCN	51705
Lung	Endothelial cell	ESAM	90952
Lung	Endothelial cell	FLT1	2321
Lung	Endothelial cell	KDR	3791
Lung	Endothelial cell	MCAM	4162
Lung	Endothelial cell	PECAM1	5175
Lung	Endothelial cell	RAMP2	10266
Lung	Endothelial cell	TEK	7010
Lung	Endothelial cell	VWF	7450
Lung	Epithelial cells	ANPEP	290
Lung	Epithelial cells	EPCAM	4072
Lung	Epithelial cells	IL10	3586
Lung	Epithelial cells	IL6R	3570
Lung	Ionocytes	CFTR	1080
Lung	Ionocytes	CLCNKB	1188
Lung	Ionocytes	FOXI1	2299
Lung	Ionocytes	KCNMA1	3778
Lung	Ionocytes	SCGB1A1	7356
Lung	Ionocytes	SLC12A2	6558
Lung	Ionocytes	TFCP2L1	29842
Lung	Pulmonary alveolar type I cells	AGER	177
Lung	Pulmonary alveolar type I cells	AKAP5	9495
Lung	Pulmonary alveolar type I cells	AQP3	360
Lung	Pulmonary alveolar type I cells	AQP5	362
Lung	Pulmonary alveolar type I cells	CCN2	1490
Lung	Pulmonary alveolar type I cells	CLDN18	51208
Lung	Pulmonary alveolar type I cells	CLIC5	53405
Lung	Pulmonary alveolar type I cells	COL4A3	1285
Lung	Pulmonary alveolar type I cells	COL4A4	1286
Lung	Pulmonary alveolar type I cells	CRLF1	9244
Lung	Pulmonary alveolar type I cells	CYP4B1	1580
Lung	Pulmonary alveolar type I cells	EGFL6	25975
Lung	Pulmonary alveolar type I cells	EMP2	2013
Lung	Pulmonary alveolar type I cells	FSTL3	10272
Lung	Pulmonary alveolar type I cells	GPRC5A	9052
Lung	Pulmonary alveolar type I cells	HOPX	84525
Lung	Pulmonary alveolar type I cells	ICAM1	3383
Lung	Pulmonary alveolar type I cells	IGFBP6	3489
Lung	Pulmonary alveolar type I cells	KRT7	3855
Lung	Pulmonary alveolar type I cells	MEX3B	84206
Lung	Pulmonary alveolar type I cells	MMP11	4320
Lung	Pulmonary alveolar type I cells	P2RX7	5027
Lung	Pulmonary alveolar type I cells	PDPN	10630
Lung	Pulmonary alveolar type I cells	PXDC1	221749
Lung	Pulmonary alveolar type I cells	RTKN2	219790
Lung	Pulmonary alveolar type I cells	SCNN1A	6337
Lung	Pulmonary alveolar type I cells	SCNN1B	6338
Lung	Pulmonary alveolar type I cells	SCNN1G	6340
Lung	Pulmonary alveolar type I cells	SEC14L3	266629
Lung	Pulmonary alveolar type I cells	SEMA3B	7869
Lung	Pulmonary alveolar type I cells	SEMA3E	9723
Lung	Pulmonary alveolar type I cells	SMARCA1	6594
Lung	Pulmonary alveolar type I cells	VEGFA	7422
Lung	Pulmonary alveolar type II cells	ABCA3	21
Lung	Pulmonary alveolar type II cells	ADGRF5	221395
Lung	Pulmonary alveolar type II cells	AGER	177
Lung	Pulmonary alveolar type II cells	CD36	948
Lung	Pulmonary alveolar type II cells	CD3G	917
Lung	Pulmonary alveolar type II cells	CEBPA	1050
Lung	Pulmonary alveolar type II cells	CLDN18	51208
Lung	Pulmonary alveolar type II cells	CRLF1	9244
Lung	Pulmonary alveolar type II cells	CTNND1	NA
Lung	Pulmonary alveolar type II cells	CXCL2	2920
Lung	Pulmonary alveolar type II cells	CXCR2	3579
Lung	Pulmonary alveolar type II cells	DDX3Y	8653
Lung	Pulmonary alveolar type II cells	EGFL6	25975
Lung	Pulmonary alveolar type II cells	ETV5	2119
Lung	Pulmonary alveolar type II cells	GRK2	156
Lung	Pulmonary alveolar type II cells	IL1B	3553
Lung	Pulmonary alveolar type II cells	INMT	11185
Lung	Pulmonary alveolar type II cells	IRX1	79192
Lung	Pulmonary alveolar type II cells	LAMP3	27074
Lung	Pulmonary alveolar type II cells	LPCAT1	79888
Lung	Pulmonary alveolar type II cells	LRG1	116844
Lung	Pulmonary alveolar type II cells	MUC1	4582
Lung	Pulmonary alveolar type II cells	NAPSA	9476
Lung	Pulmonary alveolar type II cells	NKX2-1	7080
Lung	Pulmonary alveolar type II cells	NRN1	51299
Lung	Pulmonary alveolar type II cells	PGC	5225
Lung	Pulmonary alveolar type II cells	PIGR	5284
Lung	Pulmonary alveolar type II cells	PPBP	5473
Lung	Pulmonary alveolar type II cells	PPP1R14C	81706
Lung	Pulmonary alveolar type II cells	RUNX3	864
Lung	Pulmonary alveolar type II cells	S100G	795
Lung	Pulmonary alveolar type II cells	SDC1	6382
Lung	Pulmonary alveolar type II cells	SFTA2	389376
Lung	Pulmonary alveolar type II cells	SFTPA1	NA
Lung	Pulmonary alveolar type II cells	SFTPB	6439
Lung	Pulmonary alveolar type II cells	SFTPC	6440
Lung	Pulmonary alveolar type II cells	SFTPD	6441
Lung	Pulmonary alveolar type II cells	SLC34A2	10568
Lung	Pulmonary alveolar type II cells	SOAT1	6646
Lung	Secretory cell	MUC5B	727897
Lung	Secretory cell	PIGR	5284
Lung	Secretory cell	SCGB1A1	7356
Adrenal	CSH1_CSH2 positive cells	CGB	NA
Adrenal	CSH1_CSH2 positive cells	GH2	2689
Adrenal	CSH1_CSH2 positive cells	PSG5	5673
Adrenal	CSH1_CSH2 positive cells	CGA	1081
Adrenal	CSH1_CSH2 positive cells	CSH1	1442
Adrenal	CSH1_CSH2 positive cells	ERVW-1	30816
Adrenal	CSH1_CSH2 positive cells	CSH2	1443
Adrenal	CSH1_CSH2 positive cells	PSG7	NA
Adrenal	CSH1_CSH2 positive cells	PSG11	5680
Adrenal	CSH1_CSH2 positive cells	HSD3B1	3283
Adrenal	CSH1_CSH2 positive cells	PSG9	5678
Adrenal	CSH1_CSH2 positive cells	PSG1	5669
Adrenal	CSH1_CSH2 positive cells	PSG6	NA
Adrenal	CSH1_CSH2 positive cells	PLAC4	191585
Adrenal	CSH1_CSH2 positive cells	PSG4	5672
Adrenal	Megakaryocytes	C15ORF54	NA
Adrenal	Megakaryocytes	GP9	2815
Adrenal	Megakaryocytes	PF4	5196
Adrenal	Megakaryocytes	PPBP	5473
Adrenal	Megakaryocytes	GP1BA	2811
Adrenal	Megakaryocytes	MEGT1	NA
Adrenal	Megakaryocytes	LY6G6F	259215
Adrenal	Megakaryocytes	GP6	51206
Adrenal	Megakaryocytes	ITGA2B	3674
Adrenal	Megakaryocytes	C6ORF25	NA
Adrenal	Megakaryocytes	ALOX12	239
Adrenal	Megakaryocytes	FCER1A	2205
Adrenal	Megakaryocytes	ELOVL7	79993
Adrenal	Megakaryocytes	NRGN	4900
Adrenal	Megakaryocytes	RP11-930O11.1	NA
Adrenal	Schwann cells	WNT16	51384
Adrenal	Schwann cells	MPZ	4359
Adrenal	Schwann cells	FOXD3	27022
Adrenal	Schwann cells	SOX10	6663
Adrenal	Schwann cells	CDH19	28513
Adrenal	Schwann cells	GPR17	2840
Adrenal	Schwann cells	PMP2	5375
Adrenal	Schwann cells	COL20A1	57642
Adrenal	Schwann cells	INSC	387755
Adrenal	Schwann cells	RP4-792G4.2	NA
Adrenal	Schwann cells	TTYH1	57348
Adrenal	Schwann cells	SOX2	6657
Adrenal	Schwann cells	LAMP5	24141
Adrenal	Schwann cells	OLFML2A	169611
Adrenal	Schwann cells	ATP1A2	477
Adrenal	Myeloid cells	MS4A14	84689
Adrenal	Myeloid cells	LILRA1	11024
Adrenal	Myeloid cells	RP11-554D14.6	NA
Adrenal	Myeloid cells	AC007040.8	NA
Adrenal	Myeloid cells	MS4A7	58475
Adrenal	Myeloid cells	RP11-489O18.1	NA
Adrenal	Myeloid cells	CLEC10A	10462
Adrenal	Myeloid cells	MS4A4A	51338
Adrenal	Myeloid cells	RN7SL138P	NA
Adrenal	Myeloid cells	CD163	9332
Adrenal	Myeloid cells	CD14	929
Adrenal	Myeloid cells	SIGLEC1	6614
Adrenal	Myeloid cells	VSIG4	11326
Adrenal	Myeloid cells	CLEC7A	64581
Adrenal	Myeloid cells	LILRA2	11027
Adrenal	Sympathoblasts	NPAS4	266743
Adrenal	Sympathoblasts	SLC24A2	25769
Adrenal	Sympathoblasts	RP11-542G1.2	NA
Adrenal	Sympathoblasts	PENK	5179
Adrenal	Sympathoblasts	LINC00890	NA
Adrenal	Sympathoblasts	KLK4	9622
Adrenal	Sympathoblasts	RP11-17A4.2	NA
Adrenal	Sympathoblasts	RP5-1096J16.1	NA
Adrenal	Sympathoblasts	C18ORF42	NA
Adrenal	Sympathoblasts	TTC40	NA
Adrenal	Sympathoblasts	ARC	23237
Adrenal	Sympathoblasts	FAM19A3	NA
Adrenal	Sympathoblasts	VWA5B1	127731
Adrenal	Sympathoblasts	PPP1R17	10842
Adrenal	Sympathoblasts	RP4-718N17.2	NA
Adrenal	Erythroblasts	TPSAB1	7177
Adrenal	Erythroblasts	CTD-2008P7.9	NA
Adrenal	Erythroblasts	RP11-85G21.3	NA
Adrenal	Erythroblasts	CTSE	1510
Adrenal	Erythroblasts	CTA-392E5.1	NA
Adrenal	Erythroblasts	EIF5AP2	NA
Adrenal	Erythroblasts	CTA-363E6.6	NA
Adrenal	Erythroblasts	C17orf99	100141515
Adrenal	Erythroblasts	SLC4A1	6521
Adrenal	Erythroblasts	TRIM10	10107
Adrenal	Erythroblasts	MIR144	NA
Adrenal	Erythroblasts	ART4	420
Adrenal	Erythroblasts	AHSP	51327
Adrenal	Erythroblasts	GYPA	2993
Adrenal	Erythroblasts	HBM	3042
Adrenal	Stromal cells	MIR1245A	NA
Adrenal	Stromal cells	NPY5R	4889
Adrenal	Stromal cells	RP11-60A8.1	NA
Adrenal	Stromal cells	RP11-254F19.2	NA
Adrenal	Stromal cells	RP11-494K3.2	NA
Adrenal	Stromal cells	RP11-758M4.4	NA
Adrenal	Stromal cells	RP11-142A23.1	NA
Adrenal	Stromal cells	RP11-752L20.5	NA
Adrenal	Stromal cells	OSR1	130497
Adrenal	Stromal cells	RP11-867G23.13	NA
Adrenal	Stromal cells	SULT1E1	6783
Adrenal	Stromal cells	HHIP	64399
Adrenal	Stromal cells	MGP	4256
Adrenal	Stromal cells	PRELP	5549
Adrenal	Stromal cells	TWIST2	117581
Adrenal	Vascular endothelial cells	CCL23	6368
Adrenal	Vascular endothelial cells	FGF23	8074
Adrenal	Vascular endothelial cells	SMIM9	NA
Adrenal	Vascular endothelial cells	RP13-1016M1.2	NA
Adrenal	Vascular endothelial cells	RP11-100L22.1	NA
Adrenal	Vascular endothelial cells	RP11-327L3.3	NA
Adrenal	Vascular endothelial cells	RP1-149A16.12	NA
Adrenal	Vascular endothelial cells	GPR182	11318
Adrenal	Vascular endothelial cells	DLL4	54567
Adrenal	Vascular endothelial cells	GALNT15	117248
Adrenal	Vascular endothelial cells	CALCRL	10203
Adrenal	Vascular endothelial cells	CD300LG	146894
Adrenal	Vascular endothelial cells	FLT4	2324
Adrenal	Vascular endothelial cells	FCN3	8547
Adrenal	Vascular endothelial cells	GPIHBP1	338328
Adrenal	Chromaffin cells	NRG1-IT3	NA
Adrenal	Chromaffin cells	RNU6-457P	NA
Adrenal	Chromaffin cells	LINC00594	NA
Adrenal	Chromaffin cells	AC018643.4	NA
Adrenal	Chromaffin cells	RP11-159N11.3	NA
Adrenal	Chromaffin cells	CTC-537E7.1	NA
Adrenal	Chromaffin cells	Y_RNA	NA
Adrenal	Chromaffin cells	SNOU13	NA
Adrenal	Chromaffin cells	CTD-2006K23.2	NA
Adrenal	Chromaffin cells	RP5-955M13.4	NA
Adrenal	Chromaffin cells	INSRR	3645
Adrenal	Chromaffin cells	KCNK10	54207
Adrenal	Chromaffin cells	PHEX-AS1	100873942
Adrenal	Chromaffin cells	RP11-958J22.1	NA
Adrenal	Chromaffin cells	FLJ30594	NA
Adrenal	Lymphoid cells	GZMH	2999
Adrenal	Lymphoid cells	XCL1	6375
Adrenal	Lymphoid cells	KLRC3	3823
Adrenal	Lymphoid cells	RP11-94L15.2	NA
Adrenal	Lymphoid cells	GZMA	3001
Adrenal	Lymphoid cells	IL2RB	3560
Adrenal	Lymphoid cells	TRAT1	50852
Adrenal	Lymphoid cells	SH2D1A	4068
Adrenal	Lymphoid cells	DTHD1	401124
Adrenal	Lymphoid cells	CD3E	916
Adrenal	Lymphoid cells	ZNF831	128611
Adrenal	Lymphoid cells	GNLY	10578
Adrenal	Lymphoid cells	PRF1	5551
Adrenal	Lymphoid cells	IGHD	NA
Adrenal	Lymphoid cells	THEMIS	387357
Adrenal	Adrenocortical cells	RP1-145M24.1	NA
Adrenal	Adrenocortical cells	RP11-238I10.1	NA
Adrenal	Adrenocortical cells	AC005392.13	NA
Adrenal	Adrenocortical cells	RP11-316I3.2	NA
Adrenal	Adrenocortical cells	RP11-501O2.4	NA
Adrenal	Adrenocortical cells	SDIM1	NA
Adrenal	Adrenocortical cells	RP11-258O13.1	NA
Adrenal	Adrenocortical cells	AJ006998.2	NA
Adrenal	Adrenocortical cells	CTD-2517O10.5	NA
Adrenal	Adrenocortical cells	RNU6-944P	NA
Adrenal	Adrenocortical cells	CTB-43E15.4	NA
Adrenal	Adrenocortical cells	RP11-34F13.3	NA
Adrenal	Adrenocortical cells	RP11-536K7.5	NA
Adrenal	Adrenocortical cells	RP11-183M13.1	NA
Adrenal	Adrenocortical cells	RNU6-56P	NA
Adrenal	SLC26A4_PAEP positive cells	IL1A	3552
Adrenal	SLC26A4_PAEP positive cells	SLC26A4	5172
Adrenal	SLC26A4_PAEP positive cells	SNX25P1	NA
Adrenal	SLC26A4_PAEP positive cells	VMO1	284013
Adrenal	SLC26A4_PAEP positive cells	CTD-2210P15.2	NA
Adrenal	SLC26A4_PAEP positive cells	CTC-360P9.4	NA
Adrenal	SLC26A4_PAEP positive cells	ULK4P1	NA
Adrenal	SLC26A4_PAEP positive cells	SNORA14A	NA
Adrenal	SLC26A4_PAEP positive cells	RNU6-518P	NA
Adrenal	SLC26A4_PAEP positive cells	RP11-431N15.2	NA
Adrenal	SLC26A4_PAEP positive cells	RP11-26J3.3	NA
Adrenal	SLC26A4_PAEP positive cells	RP11-378A12.1	NA
Adrenal	SLC26A4_PAEP positive cells	SPINK8	NA
Adrenal	SLC26A4_PAEP positive cells	HSD3B2	3284
Adrenal	SLC26A4_PAEP positive cells	KIRREL-IT1	NA
Heart	Megakaryocytes	MEGT1	NA
Heart	Megakaryocytes	LY6G6F	259215
Heart	Megakaryocytes	TUBB1	81027
Heart	Megakaryocytes	PPBP	5473
Heart	Megakaryocytes	PF4	5196
Heart	Megakaryocytes	GP9	2815
Heart	Megakaryocytes	TPSB2	NA
Heart	Megakaryocytes	HBD	3045
Heart	Megakaryocytes	AC137932.6	NA
Heart	Megakaryocytes	ITGA2B	3674
Heart	Megakaryocytes	GP1BA	2811
Heart	Megakaryocytes	CLEC1B	51266
Heart	Megakaryocytes	PTCRA	171558
Heart	Megakaryocytes	BEND2	139105
Heart	Megakaryocytes	RP11-179A10.1	NA
Heart	Epicardial fat cells	RP11-89M22.3	NA
Heart	Epicardial fat cells	CTD-3012A18.1	NA
Heart	Epicardial fat cells	PRG4	10216
Heart	Epicardial fat cells	KRT7	3855
Heart	Epicardial fat cells	SPRR2F	NA
Heart	Epicardial fat cells	KLK11	11012
Heart	Epicardial fat cells	MKRN9P	NA
Heart	Epicardial fat cells	UPK1B	7348
Heart	Epicardial fat cells	EPGN	NA
Heart	Epicardial fat cells	NPHS1	4868
Heart	Epicardial fat cells	ITLN1	55600
Heart	Epicardial fat cells	LRRN4	164312
Heart	Epicardial fat cells	CST6	1474
Heart	Epicardial fat cells	GSDMA	NA
Heart	Epicardial fat cells	RAET1E	135250
Heart	Lymphatic endothelial cells	GPR182	11318
Heart	Lymphatic endothelial cells	GPR97	NA
Heart	Lymphatic endothelial cells	STAB2	55576
Heart	Lymphatic endothelial cells	HOXD9	3235
Heart	Lymphatic endothelial cells	TBX1	6899
Heart	Lymphatic endothelial cells	CCL21	6366
Heart	Lymphatic endothelial cells	HOXD10	3236
Heart	Lymphatic endothelial cells	TSPEAR	54084
Heart	Lymphatic endothelial cells	ABCA4	24
Heart	Lymphatic endothelial cells	PGM5-AS1	572558
Heart	Lymphatic endothelial cells	TFF3	7033
Heart	Lymphatic endothelial cells	LINC00636	285205
Heart	Lymphatic endothelial cells	RP11-341G23.4	NA
Heart	Lymphatic endothelial cells	HOXD4	3233
Heart	Lymphatic endothelial cells	RP11-451M19.3	NA
Heart	Schwann cells	GFRA3	2676
Heart	Schwann cells	SOX10	6663
Heart	Schwann cells	MPZ	4359
Heart	Schwann cells	LINC00466	NA
Heart	Schwann cells	COL20A1	57642
Heart	Schwann cells	MIA	NA
Heart	Schwann cells	ASPA	443
Heart	Schwann cells	ERBB3	2065
Heart	Schwann cells	TFAP2A	7020
Heart	Schwann cells	INSC	387755
Heart	Schwann cells	ARTN	9048
Heart	Schwann cells	PMP2	5375
Heart	Schwann cells	S100B	6285
Heart	Schwann cells	FOXD3	27022
Heart	Schwann cells	AP000797.3	NA
Heart	Lymphoid cells	GZMB	3002
Heart	Lymphoid cells	FCRL2	79368
Heart	Lymphoid cells	KLRC2	NA
Heart	Lymphoid cells	XCL1	6375
Heart	Lymphoid cells	LINC00861	NA
Heart	Lymphoid cells	PRF1	5551
Heart	Lymphoid cells	CD3G	917
Heart	Lymphoid cells	SH2D1B	117157
Heart	Lymphoid cells	ANTXRLP1	NA
Heart	Lymphoid cells	VPREB3	29802
Heart	Lymphoid cells	SH2D1A	4068
Heart	Lymphoid cells	CRTAM	56253
Heart	Lymphoid cells	CXCR6	10663
Heart	Lymphoid cells	RP11-94L15.2	NA
Heart	Lymphoid cells	GZMK	3003
Heart	Myeloid cells	XCR1	2829
Heart	Myeloid cells	TMPRSS4-AS1	NA
Heart	Myeloid cells	TIMD4	91937
Heart	Myeloid cells	PRTN3	5657
Heart	Myeloid cells	MMP9	4318
Heart	Myeloid cells	CD86	942
Heart	Myeloid cells	CLEC5A	23601
Heart	Myeloid cells	SIGLEC1	6614
Heart	Myeloid cells	CLEC7A	64581
Heart	Myeloid cells	C1QC	714
Heart	Myeloid cells	P2RY13	53829
Heart	Myeloid cells	FCN1	2219
Heart	Myeloid cells	CSTA	1475
Heart	Myeloid cells	CD300LF	146722
Heart	Myeloid cells	MS4A6A	64231
Heart	Endocardial cells	ANGPTL5	NA
Heart	Endocardial cells	APCDD1L	164284
Heart	Endocardial cells	NPPC	4880
Heart	Endocardial cells	SLC6A4	6532
Heart	Endocardial cells	SALL1	6299
Heart	Endocardial cells	LEPR	3953
Heart	Endocardial cells	C3orf36	80111
Heart	Endocardial cells	AC004562.1	NA
Heart	Endocardial cells	FAM3D	131177
Heart	Endocardial cells	HAPLN1	1404
Heart	Endocardial cells	APCDD1	147495
Heart	Endocardial cells	LYPD2	NA
Heart	Endocardial cells	FOXC1	2296
Heart	Endocardial cells	MPZL2	10205
Heart	Endocardial cells	RP11-849I19.1	NA
Heart	Vascular endothelial cells	ESM1	11082
Heart	Vascular endothelial cells	SLC9C1	NA
Heart	Vascular endothelial cells	OPN5	221391
Heart	Vascular endothelial cells	QRFPR	84109
Heart	Vascular endothelial cells	MIR4454	NA
Heart	Vascular endothelial cells	AC007743.1	NA
Heart	Vascular endothelial cells	PKD1L1	168507
Heart	Vascular endothelial cells	TM4SF18	116441
Heart	Vascular endothelial cells	APLNR	187
Heart	Vascular endothelial cells	CLRN1-AS1	NA
Heart	Vascular endothelial cells	CD300LG	146894
Heart	Vascular endothelial cells	C1QTNF9	338872
Heart	Vascular endothelial cells	AC019100.3	NA
Heart	Vascular endothelial cells	MADCAM1	8174
Heart	Vascular endothelial cells	RP11-298O21.5	NA
Heart	Stromal cells	RP11-60A8.1	NA
Heart	Stromal cells	SCARA5	286133
Heart	Stromal cells	DPT	1805
Heart	Stromal cells	CILP	8483
Heart	Stromal cells	ZCCHC5	NA
Heart	Stromal cells	AGTR2	186
Heart	Stromal cells	MFAP5	8076
Heart	Stromal cells	RP11-71N10.1	NA
Heart	Stromal cells	LUM	4060
Heart	Stromal cells	ABCA10	NA
Heart	Stromal cells	RP11-31K23.2	NA
Heart	Stromal cells	CCL11	6356
Heart	Stromal cells	NRK	203447
Heart	Stromal cells	PDGFRA	5156
Heart	Stromal cells	LPAR4	2846
Heart	Smooth muscle cells	PDE4C	5143
Heart	Smooth muscle cells	RP11-112H10.4	NA
Heart	Smooth muscle cells	RP11-598F7.5	NA
Heart	Smooth muscle cells	RP11-626H12.1	NA
Heart	Smooth muscle cells	HCG22	285834
Heart	Smooth muscle cells	CTD-3064M3.3	NA
Heart	Smooth muscle cells	RP11-231I13.2	NA
Heart	Smooth muscle cells	GPR20	2843
Heart	Smooth muscle cells	RP11-267N12.1	NA
Heart	Smooth muscle cells	OR51E1	143503
Heart	Smooth muscle cells	THBS4	7060
Heart	Smooth muscle cells	MIR143HG	NA
Heart	Smooth muscle cells	PDGFRB	5159
Heart	Smooth muscle cells	AOC3	8639
Heart	Smooth muscle cells	ENPEP	2028
Heart	SATB2_LRRC7 positive cells	NEUROD2	4761
Heart	SATB2_LRRC7 positive cells	FEZF2	55079
Heart	SATB2_LRRC7 positive cells	NEUROD6	63974
Heart	SATB2_LRRC7 positive cells	TBR1	10716
Heart	SATB2_LRRC7 positive cells	MPPED1	758
Heart	SATB2_LRRC7 positive cells	SATB2	23314
Heart	SATB2_LRRC7 positive cells	FOXG1	2290
Heart	SATB2_LRRC7 positive cells	PCDH11Y	83259
Heart	SATB2_LRRC7 positive cells	CAMKV	79012
Heart	SATB2_LRRC7 positive cells	BHLHE22	27319
Heart	SATB2_LRRC7 positive cells	SLIT1	6585
Heart	SATB2_LRRC7 positive cells	C14ORF23	NA
Heart	SATB2_LRRC7 positive cells	RP11-562L8.1	NA
Heart	SATB2_LRRC7 positive cells	LINC00966	NA
Heart	SATB2_LRRC7 positive cells	DRAXIN	374946
Heart	Erythroblasts	RP5-857K21.7	NA
Heart	Erythroblasts	CENPW	387103
Heart	Erythroblasts	SLC46A1	113235
Heart	Erythroblasts	GSPT2	23708
Heart	Erythroblasts	RHCE	6006
Heart	Erythroblasts	SLC7A11	23657
Heart	Erythroblasts	P2RX6	9127
Heart	Erythroblasts	SKA1	220134
Heart	Erythroblasts	FARSA	2193
Heart	Erythroblasts	ZNF90	7643
Heart	Erythroblasts	TMCC2	9911
Heart	Erythroblasts	RP11-225B17.2	NA
