gene	chromosome	chromosome_hg19	map_location
643932	NA	NA	5q14.1
643941	NA	NA	7q11.21
643949	NA	NA	11q22.3
64395	2	2	2p13.3
643954	NA	NA	6q21
643955	7	7	7q11.21
64396	5	5	5q35.3
643960	NA	NA	2q31.1
643965	1	1	1p36.33
64397	15	15	15q15.1
643971	NA	NA	6q14.3
643974	NA	NA	4q21.3
643976	NA	NA	Xq22.1
643977	NA	NA	5p12
64398	14	14	14q23.3
643981	NA	NA	10q24.1
643987	NA	NA	Yq11.223
643988	1	1	1p36.33
64399	4	4	4q31.21
643992	NA	NA	5q22.3
643996	NA	NA	12p13.31
643997	NA	NA	2q31.1
644	7	7	7p13
6440	8	8	8p21.3
64400	16	16	16q12.2
644000	NA	NA	7q11.21
644006	NA	NA	1q42.2
644013	NA	NA	2q11.2
644016	NA	NA	6q14.3-q15
644017	NA	NA	7q11.21
644019	9	2__9__9__9	9p11.2
644020	NA	NA	10p15.1
644021	NA	NA	10q11.22
644022	NA	NA	12q24.31
644029	NA	NA	15q21.1
64403	14	14	14q11.2
644030	NA	NA	11p15.4
644032	NA	NA	7q11.21
644035	NA	NA	16q22.1
644037	NA	NA	5q14.1
644041	18	18	18q22.3
644042	NA	NA	4q35.2
64405	20	20	20q13.12
644050	19	19	19q13.12
644051	NA	NA	6p24.3
644054	10	10__10__10__10__HG1211_PATCH__HG1211_PATCH	10q11.22
644059	NA	NA	Xp11.22
644060	NA	NA	1q21.1
644063	NA	NA	3q11.2
644068	1	1	1p36.13
64407	1	1	1q31.2
644070	17	NA	17p13.1
644076	12	12	12q13.2
644079	NA	NA	22q11.23
644082	NA	NA	3q11.2
64409	7	7	7q11.22
644090	7	NA	7q36.1
644093	NA	NA	2p16.3
644094	NA	NA	1p12
644096	19	19	19q13.12
6441	10	10	10q22.3
64410	15	15	15q25.3
644100	5	5	5q23.1
644101	NA	NA	6q22.1
644103	NA	NA	8q22.3
644109	NA	NA	11q22.3
64411	5	5	5q31.3
644110	NA	NA	15q13.3
644119	NA	NA	6q15
64412	20	20	20p11.21
644128	NA	NA	8p23.3
644129	NA	NA	Xp11.22
644131	NA	NA	1q21.1
644135	6	6	6q23.3
644138	NA	NA	12p13.31
644139	17	17	17p12
644145	4	4	4q12
644146	NA	NA	5q23.1
644150	7	7	7p14.3
644153	NA	NA	15q13.3
644154	NA	NA	5q13.2
644157	NA	NA	17q21.31
644158	NA	NA	2q31.1
644159	NA	NA	7q11.21
644160	NA	NA	9q31.1
644165	NA	NA	22q11.23
644166	NA	NA	2q31.1
644168	10	10	10q11.23
644169	NA	NA	11p15.4
64417	5	5	5p12
644172	HG1146_PATCH	HG1146_PATCH	17q21.31
64418	7	7	7q31.1
644186	22	22	22q13.33
644189	19	19	19q13.12
64419	3	3	3p25.3
644191	NA	NA	17q21.31
644192	15	15	15q26.2
644198	NA	NA	5q33.3
6442	17	17	17q21.33
64420	9	9	9q31.3-q32
644202	NA	NA	10q24.1
644203	NA	NA	12q23.3
64421	10	10	10p13
644213	NA	NA	1p12
644214	NA	NA	1q41
644215	NA	NA	10q24.1
644218	NA	NA	Xq28 and Yq12
64422	3	3	3q13.2
644220	NA	NA	1q41
644223	NA	NA	14q12
64423	14	14	14q32.33
644233	NA	NA	8q23.1
644236	NA	NA	7q11.23
644237	NA	NA	1p12
644242	1	1	1p12
644246	17	17	17q21.31
644248	4	4	4q22.1
644249	9	9	9q21.11
64425	9	9	9p13.2
644253	NA	NA	17q21.31
644256	NA	NA	17q21.31
64426	12	12	12q24.23
644261	NA	NA	Xq22.2
644265	NA	NA	2q12.1
644269	NA	NA	6q15
64427	2	2	2p13.1
644277	NA	NA	11q23.1
64428	16	16	16p13.3
644285	NA	NA	5q14.3
64429	10	10	10q25.2
644295	NA	NA	14q12
644297	NA	NA	17q21.32
6443	4	4	4q12
64430	14	14	14q23.1
644303	NA	NA	6q22.31
644309	NA	NA	7q36.1
64431	12	12	12q23.1
644310	NA	NA	Xp11.22
644314	NA	NA	16q13
644315	NA	NA	17q21.31
644316	2__HG686_PATCH	2__HG686_PATCH	9q13
64432	3	3	3p25.1
644325	NA	NA	4q35.2
64433	NA	NA	7q36.3
644330	NA	NA	19q13.2
644333	NA	NA	7q36.1
644335	NA	NA	8q23.2
644338	NA	NA	11q23.1
64434	7	7	7q36.3
644353	X	HG1441_PATCH__X	Xq22.2
644357	NA	NA	1p36.32
644378	NA	NA	6p24.2
644383	NA	NA	12q13.2
644384	NA	NA	14q13.1
644387	NA	NA	7q11.21
644388	NA	NA	17q21.32
644390	NA	NA	15q14
644397	NA	NA	17q21.32
6444	5	5	5q33.2-q33.3
644403	NA	NA	Xq26.2
644414	4	4	4p16.1
644422	NA	NA	17p11.2
644425	NA	NA	10q26.3
644429	NA	NA	4q22.2
644435	NA	NA	10q26.3
644436	NA	NA	11q12.3
644442	NA	NA	2q12.1
644444	3	3	3q12.1
644449	NA	NA	1p34.2
644451	NA	NA	10q11.23
644456	NA	NA	2p16.1
644459	NA	NA	10q11.23
64446	17	17	17q25.1
644462	NA	NA	1p33
644464	NA	NA	Xp11.3
644482	NA	NA	1q42.12
644491	NA	NA	4q35.2
644495	NA	NA	10p14
644496	NA	NA	10q11.23
644498	NA	NA	3p25.1
644499	NA	NA	5q13.3
6445	13	13	13q12.12
644502	NA	NA	6q22.31
644509	NA	NA	Xp11.22
644511	10	10	10q25.2
644517	NA	NA	4p16.1
644522	NA	NA	10q21.1
644524	20	20	20p11.22
644525	NA	NA	22q11.1
644534	NA	NA	4q13.1
644538	X	X	Xq26.3
644540	NA	NA	10p14
644548	NA	NA	4q13.1
644554	19	19	19q13.13
644563	NA	NA	Xq22.3
644566	NA	NA	10q24.31
644573	NA	NA	10q24.31
644576	NA	NA	9q13
644578	NA	NA	4q13.1
644584	NA	NA	14q13.2
644588	NA	NA	Xq22.3
644589	NA	NA	14q21.2
644591	1	1__HG1287_PATCH	1q21.2
644596	X	HG1443_HG1444_PATCH__X	Xq26.3
6446	6	6	6q23.2
644600	NA	NA	16q21
644601	NA	NA	5q13.3
644604	NA	NA	2q12.2
644616	NA	NA	14q13.2
644619	NA	NA	7q11.21
644623	13	13	13q14.3
644625	NA	NA	6q24.3
644627	NA	NA	13q34
644632	NA	NA	9q13
644634	1__HG1287_PATCH	1__HG1287_PATCH	1q21.2
644637	NA	NA	22q11.1
644649	16	16	16q21
644651	NA	NA	2p25.1
644656	NA	NA	11p15.4
644659	NA	NA	5q23.2
644660	8	8	8q24.11
644661	NA	NA	9q31.2
644667	NA	NA	7q11.21
644669	18	18	18p11.21
644672	11	11	11q23.2
644681	NA	NA	3q13.11
644684	NA	NA	9q21.11
644694	NA	NA	17p12
6447	CHR_HSCHR15_6_CTG8__15__CHR_HSCHR15_4_CTG8	15	15q13.3
644714	3	3	3p21.31
644716	NA	NA	9q21.11
644717	NA	NA	Xq26.3
644721	NA	NA	4q23
644731	NA	NA	9q12
644739	NA	NA	Xp11.23
644743	NA	NA	1p34.1
644745	NA	NA	12q13.3
644746	NA	NA	12q23.3
644754	NA	NA	5q23.2
644758	NA	NA	16p11.2
644759	4	4	4q13.2
644761	NA	NA	15q22.2
644762	NA	NA	5q32
644768	NA	NA	22q11.1
644773	NA	NA	22q11.1
644776	NA	NA	2q31.2
644777	NA	NA	9q21.11
64478	8	8	8p23.2
644790	NA	NA	1p34.1
644794	7	7	7q11.21
6448	17	17	17q25.3
644809	15	15	15q15.1
644815	17	17	17p11.2
644820	NA	NA	Xp22.11
644834	NA	NA	10p13
644838	2	2	2p14
644844	15	15	15q15.1
644850	NA	NA	6q25.1
644861	NA	NA	1q21.1
644862	NA	NA	1q42.13
644871	NA	NA	10q21.1
644873	5	5	5q23.3
644877	NA	NA	2q32.1
644881	NA	NA	4q35.2
644890	10	10	10p13
644893	NA	NA	Xp11.21
644896	NA	NA	1p36.23
644899	NA	NA	22q11.21
6449	19	19	19p13.3
644903	NA	NA	2q12.3
644906	NA	NA	6p22.3
644907	NA	NA	7p13
644909	NA	NA	17p11.2
644911	NA	NA	2q13
644914	NA	NA	4q31.1
644915	NA	NA	12q14.1
644919	NA	NA	14q21.1
644924	NA	NA	Xp11.21
644928	NA	NA	1p32.2
64493	NA	NA	16p13.3
644934	NA	NA	15q22.31
644935	NA	NA	2q32.1
644936	NA	NA	5q14.1
644937	NA	NA	5q35.1
644943	11	NA	11p15.3
644945	17	17	17p11.2
644961	NA	NA	1p36.11
644962	NA	NA	4q31.21
644972	NA	NA	7q21.3
644974	3	NA	3q22.1
644988	NA	NA	17p11.2
64499	16	16	16p13.3
644990	3	3	3p24.2
644994	5	5	5q35.1
644996	NA	NA	9q32
644997	NA	NA	1p36.22
644998	NA	NA	12q14.1
645	19	19	19q13.2
6450	21	21	21q22.2
645000	NA	NA	12q14.1
645001	NA	NA	19q13.2
645015	NA	NA	11q13.2
645018	NA	NA	4q31.21
645024	NA	NA	2q32.1
645027	CHR_HSCHR17_3_CTG1__17	17	17p11.2
645030	1	1	1p31.3
645037	X__X	X__X	Xp11.23
645051	X	X	Xp11.23
645054	NA	NA	2p25.1
64506	CHR_HSCHR15_5_CTG8__15	15	15q25.2
645065	NA	NA	3p24.2
645073	X	HG1436_HG1432_PATCH__HG1436_HG1432_PATCH__HG1436_HG1432_PATCH__X__X__X__X	Xp11.23
645078	4	NA	4q25
645084	NA	NA	10q21.3
645086	NA	NA	14q21.2
645094	NA	NA	15q15.2
6451	X	X	Xq21.1
645104	4	4	4p15.32
645108	NA	NA	4p15.32
645120	NA	NA	10p12.31
645121	5	5	5q31.1
645126	NA	NA	1q21.1
645129	NA	NA	2q13
645135	NA	NA	2q13
645136	NA	NA	Xp11.21
645139	NA	NA	17p11.2
645142	1	1__HG1287_PATCH	1q21.1
645145	NA	NA	4q25
645157	NA	NA	6p22.3
645158	18	18	18p11.32
645160	NA	NA	11q23.3
645161	NA	NA	10q21.3
645163	NA	NA	17q22
645166	1__2	1__2	1q21.1
645173	NA	NA	17q22
645174	NA	NA	4p15.31
645175	NA	NA	6q23.3
645177	NA	NA	12p12.1
64518	17	17	17p12
645180	NA	NA	3q13.31
645181	NA	NA	5q14.3
645188	X	HG1453_PATCH__X	Xq27.2
645191	19	19	19p13.3
6452	4	4	4p16.3
645201	NA	NA	1q42.13
645202	CHR_HSCHR15_4_CTG8__CHR_HSCHR15_1_CTG8__15	15	15q13.1
645203	NA	NA	10q21.3
645204	NA	NA	15q15.3
645206	3	3	3p24.1
645207	NA	NA	3q13.31
645212	15	15	15q21.1
645220	NA	NA	10p12.31
645224	NA	NA	6p22.3
645233	NA	NA	12p12.1
645249	7	7	7q36.3
645251	NA	NA	Xq11.1
645256	NA	NA	18p11.31
645257	NA	NA	6q23.3
645261	NA	NA	5q14.3
645264	NA	NA	4q25
645266	NA	NA	9q32
645269	NA	NA	10q22.1
645272	NA	NA	7q36.3
645280	NA	NA	22q11.21
645292	NA	NA	15q23
645296	NA	NA	15q23
645297	NA	NA	11p15.1
645299	NA	NA	16q22.1
6453	21	21	21q22.11
645311	NA	NA	1p32.3
645312	NA	NA	11p15.1
645313	NA	NA	17p11.2
645314	NA	NA	2q32.3
645317	NA	NA	1p36.21
645318	NA	NA	10q25.1
645319	NA	NA	11p15.1
645321	NA	NA	18q23
645323	5	5	5q14.3
645324	NA	NA	7q11.23
645326	NA	NA	3p22.3
645328	NA	NA	12q15
645332	11	11	11q13.2
645339	1	1	1q42.2
645345	NA	NA	9q21.31
645348	NA	NA	22q11.21
645354	NA	NA	1p36.21
645355	18	18	18p11.31
645357	NA	NA	7p22.3
645359	CHR_HSCHR1_5_CTG3__CHR_HG1342_HG2282_PATCH__1	1__1__1__1__1	1p36.21
645360	NA	NA	10q25.2
645367	NA	NA	2p11.2
645368	NA	NA	4q26
645369	18	18	18p11.31
645373	NA	NA	7q36.3
645381	NA	NA	Xq12
645382	CHR_HSCHR1_5_CTG3__CHR_HG1342_HG2282_PATCH__1__CHR_HSCHR1_2_CTG3	NA	1p36.21
645387	NA	NA	18p11.31
645388	NA	NA	Xq12
645397	NA	NA	11p15.1
645398	NA	NA	5q35.2
645402	CHR_HG76_PATCH__8	8	8p23.1
645405	NA	NA	15q21.1
645412	NA	NA	19q13.32
645414	1	1	1p36.21
645415	NA	NA	11p15.1
645422	NA	NA	12q15
645423	NA	NA	18p11.31
645425	1	1__1	1p36.21
645426	22	NA	22q11.21
645431	NA	NA	14q23.3
645432	19	19	19p13.3
645433	NA	NA	4p15.2
645434	6	6	6q24.1
645436	NA	NA	1p32.3
645440	NA	NA	6q24.1
645441	NA	NA	1p31.1
645443	NA	NA	16q22.2
645452	NA	NA	6p22.2
645453	NA	NA	15q21.2
645455	4	4	4q26
645468	NA	NA	6q27
645474	NA	NA	11q13.4
645481	NA	NA	4p15.2
645482	NA	NA	9q33.2
645485	12	12	12p11.21
645486	NA	NA	15q21.2
6455	19	19	19p13.3
645506	NA	NA	1p32.3
645513	4	4	4q26
645520	1__19	1__19	1p36.33
645528	10	10	10p12.1
645529	NA	NA	2q14.1
645538	NA	NA	1p32.3
645544	NA	NA	11q13.4
645545	NA	NA	17q22
645548	NA	NA	3p22.2
645553	19	19	19q13.32
645558	NA	NA	8p23.1
645560	NA	NA	14q22.2
645571	NA	NA	3p22.2
645572	NA	NA	8p23.1
645573	NA	NA	18p11.22
645579	NA	NA	7q22.2
645587	NA	NA	10p12.1
645591	7	7	7q22.2
645598	NA	NA	11p14.3
6456	9	9	9p22.2
645619	NA	NA	12p11.21
645630	NA	NA	15q21.2
645638	17	17	17q23.1
645641	NA	NA	4p15.1
645644	16	16	16p13.3
645646	NA	NA	10q22.2
645651	NA	NA	8p23.1
645652	NA	NA	1p36.13
645654	NA	NA	12q21.1
645656	NA	NA	16q22.3
645668	NA	NA	17q11.1
645676	1	1	1q22
645680	NA	NA	7q21.13
645682	1	1	1q22
645683	14	14	14q22.3
645686	NA	NA	13q12.11
645687	14	14	14q22.3
645688	NA	NA	17q23.2
645691	NA	NA	2q33.1
645693	NA	NA	15q21.3
645694	NA	NA	2q14.1
6457	15	15	15q25.2
645700	7	7	7p22.1
645713	NA	NA	16q23.1
645715	NA	NA	3p22.1
645740	NA	NA	17q11.2
645744	NA	NA	17q12
645745	1	1	1q43
645749	NA	NA	6q24.3
645752	15	15	15q24.3
645754	NA	NA	17q11.2
645763	NA	NA	5p15.2
64577	6	6	6q23.3
645771	NA	NA	13q12.11
645773	NA	NA	4q28.1
645784	2	2	2p11.2
64579	4	4	4q26
645798	NA	NA	14q22.3
6458	17	17	17q11.2
645805	NA	NA	2q33.1
645807	NA	NA	3p22.1
645808	NA	NA	8p23.1
645809	NA	NA	8q24.22
64581	12	12	12p13.2
645811	16	16	16p13.3
64582	14	14	14q23.1
645832	17	17__HG883_PATCH__HG883_PATCH	17q11.2
645834	NA	NA	2q33.2
645836	CHR_HG76_PATCH__8	8	8p23.1
645841	NA	NA	4q28.1
645843	3	3	3q25.2
645846	NA	NA	11p14.1
64585	NA	NA	1q31
645852	NA	NA	3q21.3
645853	NA	NA	5q35.3
645857	NA	NA	9q33.3
645859	NA	NA	18p11.22
645862	NA	NA	7q21.2
645864	X	X	Xp22.2
645877	NA	NA	15q21.3
645879	NA	NA	8p23.1
645884	1	1	1q43
645899	NA	NA	2q37.1
6459	17	17	17q11.2
645900	NA	NA	1q21.3
64591	Y	Y	Yp11.2
645916	NA	NA	1q43
645918	NA	NA	15q21.3
645922	1	1	1q21.3
645927	NA	NA	6p22.1
64593	NA	NA	Yp11.2
645930	NA	NA	9p24.1
645931	NA	NA	1p22.2
645937	NA	NA	9q22.1
645938	NA	NA	Xq13.1
645939	NA	NA	1q43
645940	NA	NA	10p11.23
645949	2	2	2p24.1
64595	Y	Y	Yq11.221
645950	NA	NA	6p22.1
645954	10	10	10p11.23
645957	NA	NA	16q23.1
645958	NA	NA	6q25.1
64596	NA	NA	Yq11.221
645960	NA	NA	8p23.1
645961	9	NA	9q22.1
645962	NA	NA	1q43
645965	NA	NA	1q21.3
645967	NA	NA	6q25.1
645968	NA	NA	7q21.3
645969	NA	NA	9p24.1
645973	NA	NA	7q21.3
645974	X	HG1438_PATCH__HG1438_PATCH__X__X	Xq13.2
645978	NA	NA	2q33.3
645979	NA	NA	7q31.32
64598	7	7	7q22.1
645980	NA	NA	1q43
64599	7	7	7q22.1
645993	NA	NA	17q23.3
645996	NA	NA	Xq13.2
645998	NA	NA	1q43
646	15	15	15q25.2
64600	1	1	1p36.12
646000	18	8	18p11.21
64601	20	20	20p13
646012	NA	NA	5p15.1
646013	NA	NA	17q11.2
646016	NA	NA	Xq13.2
646019	CHR_HG30_PATCH__5	5	5q35.3
646023	22	22	22q11.23
646024	6	6	6q25.1
646029	NA	NA	11q14.1
646030	NA	NA	17q11.2
646044	NA	NA	18p11.21
646049	NA	NA	2p23.3
646050	NA	NA	2p25.1
646052	NA	NA	15q11.1
646058	NA	NA	5q35.3
646065	NA	NA	18p11.21
646066	NA	NA	5p15.1
646070	NA	NA	6p25.3
646071	NA	NA	15q11.1
646074	22	22	22q11.23
646077	NA	NA	11p13
646080	NA	NA	Xq13.2
646083	NA	NA	9q22.2
646085	NA	NA	3q26.1
646086	NA	NA	17q11.2
646087	NA	NA	9p23
646090	NA	NA	15q11.1
646093	NA	NA	5q35.3
646096	15	15	15q11.1
6461	9	9	9p13.1
646103	NA	NA	5p15.1
646104	NA	NA	6q25.1
646108	NA	NA	Xq13.2
646112	NA	NA	11q14.1
646113	14	14	14q23.2
646114	NA	NA	9p23
646119	NA	NA	10q26.11
646120	NA	NA	11p13
646127	X	X	Xq13.3
646140	NA	NA	16p13.3
646161	NA	NA	7p21.2
646164	NA	NA	13q12.12
646168	NA	NA	3q26.1-q26.2
646171	NA	NA	18p11.21
646174	16	16	16p13.3
646175	NA	NA	17q24.2
646177	NA	NA	15q11.2
646189	NA	NA	19p13.2
646192	NA	NA	6p22.1
646193	NA	NA	Xq13.3
646195	NA	NA	11q14.1
646196	NA	NA	2p23.3
646197	NA	NA	8q21.11
6462	17	17	17p13.1
646201	13	13	13q12.12
646202	NA	NA	17q12
646203	NA	NA	18p11.21
646208	NA	NA	13q12.12
646213	NA	NA	10p11.21
646214	15	15	15q11.2
646216	NA	NA	22q12.1
646218	NA	NA	10p11.21
646227	NA	NA	5q35.3
646231	NA	NA	Yp11.2
646233	NA	NA	2q34
646241	5	5	5p15.1
646243	NA	NA	15q11.2
646249	NA	NA	2q34
646255	NA	NA	10q26.12
646260	NA	NA	6p22.1
646262	1	1	1p36.12
646268	1	1	1q23.1
646269	NA	NA	6q25.2
646270	NA	NA	1q23.1
646273	NA	NA	5p14.3
646274	NA	NA	6q25.2
646278	15	15	15q13.1
646282	7	7	7q22.1
646294	NA	NA	6p21.1
6463	NA	NA	Xq26
646300	NA	NA	3q22.1
646309	NA	NA	10p11.21
646316	NA	NA	4q28.3
646324	2	2	2q35
646330	NA	NA	1p36.11
646346	NA	NA	Xp21.3
646347	NA	NA	1q23.3
646348	NA	NA	10p11.21
646358	NA	NA	15q22.31
646359	NA	NA	18p11.21
646360	NA	NA	10p11.21
646362	NA	NA	14q23.3
646366	NA	NA	6p22.1
646370	NA	NA	15q11.2
646377	NA	NA	1q23.1
646378	NA	NA	11q24.3
646379	NA	NA	15q11.2
646382	NA	NA	19q13.41
646383	NA	NA	11q24.3
646388	NA	NA	11p12
646390	NA	NA	13q12.12
646392	NA	NA	3q22.1
646396	NA	NA	15q11.2
6464	1	1	1q21.3
646405	NA	NA	13q12.13
646408	NA	NA	22q12.1
646409	NA	NA	7q22.1
64641	8	8	8p21.2
646417	NA	NA	1p31.1
646424	3	3	3p21.31
646430	NA	NA	1q23.2
646433	NA	NA	8p22
64644	NA	NA	5q13-q22
646440	NA	NA	8p22
646442	NA	NA	18p11.21
646446	NA	NA	1q23.2
64645	1	1	1p21.2
646450	3	3	3p21.31
646457	19	19	19p13.12
646463	NA	NA	8q21.13
646467	NA	NA	22q12.2
646471	NA	NA	1p36.11
646476	NA	NA	7q22.1
646479	NA	NA	8p22
64648	X	HG1453_PATCH__X	Xq27.2
646480	8	8	8q21.13
646483	NA	NA	7q33
646486	8	8	8q21.13
646489	NA	NA	2p23.1
646498	3	3	3p21.31
6465	NA	NA	Xq11.2
646505	NA	NA	9p22.1
646506	NA	NA	Xp21.1
646507	NA	NA	15q11.2
646508	19	19	19q13.42
64651	3	3	3p22.2
646517	NA	NA	6p12.3
646520	NA	NA	6p22.1
646522	11	11	11q25
646526	NA	NA	1p31.1
646527	NA	NA	13q12.13
646531	NA	NA	7q22.3
646532	NA	NA	2q35
646538	NA	NA	1p31.1
646548	NA	NA	14q24.2
646555	NA	NA	1p31.1
646557	NA	NA	19q13.42
646566	NA	NA	19q13.42
646567	4	4	1p36.11
646572	NA	NA	1p36.11
646575	NA	NA	19p13.12
646576	4	4	4q31.21
646577	NA	NA	Xp21.1
646581	NA	NA	9p21.3
646583	NA	NA	18q11.2
646588	7	7	7p15.2
646592	NA	NA	3p21.2
646595	NA	NA	18q11.2
646597	NA	NA	1p35.3
6466	NA	NA	17q21.31
646600	NA	NA	3q27.2
646603	4	4	4q31.21
646609	NA	NA	9p21.3
646612	NA	NA	3q22.3
646614	NA	NA	7q31.1
646616	NA	NA	5p13.3
646619	NA	NA	3q22.3
646620	NA	NA	7q31.1
646624	NA	NA	1p35.3
646625	13	13	13q12.2
646626	NA	NA	1p22.3
646627	1	1__HG999_1_PATCH	1q44
646629	NA	NA	18q11.2
64663	X	HG1453_PATCH__X	Xq27.2
646630	NA	NA	13q12.2
646639	NA	NA	5p13.3
646640	NA	NA	2p22.1
646641	NA	NA	3q23
646643	19	19	19q13.42
646644	NA	NA	2q36.1
646652	5	5	5p13.2
646658	14	14	14q24.3
646660	NA	NA	11p11.2
646663	NA	NA	19q13.42
646665	NA	NA	15q24.1
646666	NA	NA	19p13.11
646672	NA	NA	16p13.11
646674	NA	NA	2q21.1
646685	NA	NA	3q23
646688	NA	NA	1q24.1
646693	NA	NA	1q24.1
646696	NA	NA	2q36.1
646698	19	19	19q13.43
646700	NA	NA	9p21.1
646701	NA	NA	14q24.3
646702	NA	NA	6p21.32
646708	NA	NA	8p21.3
646709	NA	NA	19q13.43
646710	NA	NA	2q21.1
646719	NA	NA	5p13.2
646721	NA	NA	8p21.2
646723	NA	NA	5p13.2
646730	NA	NA	3q23
646736	NA	NA	2q36.3
646737	NA	NA	4q31.3
646743	NA	NA	2q21.1
646745	NA	NA	7p14.3
646753	NA	NA	9p21.1
646754	11	11__11	11p11.12
646755	NA	NA	13q12.3
646758	NA	NA	13q12.3
646759	NA	NA	11p11.12
646762	7	7	7p14.3
646766	NA	NA	6p21.31
646770	NA	NA	11p11.12
646780	NA	NA	1p22.2
646784	NA	NA	1p22.2
646785	NA	NA	6p21.31
646787	NA	NA	7q31.32
646791	NA	NA	15q24.2
646794	NA	NA	2q36.3
646797	NA	NA	11p11.12
646799	13	13	13q13.1
6468	10	10	10q24.32
646801	NA	NA	11p11.12
646802	2	2	2q21.1
646804	NA	NA	1q24.3
646808	NA	NA	9p21.1
646813	NA	NA	11p11.12
646817	1	9	1p22.1
646819	NA	NA	6p21.31
64682	2	2	2q13
646820	NA	NA	19q13.43
646828	NA	NA	16p12.2
646837	NA	NA	7q31.33
646839	NA	NA	2q37.1
646849	NA	NA	3q24
646851	22	22	22q13.1
646853	NA	NA	15q24.3
646862	19	19	19q13.43
646864	19	NA	19p12
646870	NA	NA	1q25.1
646873	NA	NA	7q31.33
646875	NA	NA	6p21.2
646877	NA	NA	13q13.3
646879	NA	NA	13q13.3
646884	NA	NA	13q13.3
64689	3	3	3p22.2
646890	NA	NA	4q32.1
646891	NA	NA	1q25.1
646892	15	15	15q25.1
646898	NA	NA	18q12.2
6469	7	7	7q36.3
646903	NA	NA	3q25.1
646909	NA	NA	8p12
646910	NA	NA	13q13.3
646912	NA	NA	22q13.1
646913	NA	NA	7p14.2
646915	19	19	2q21.2
646927	NA	NA	22q13.2
646929	NA	NA	13q13.3
64693	CHR_HSCHR18_5_CTG1_1__18	18	18q11.2
646934	NA	NA	15q25.1
646936	NA	NA	2p16.3
646938	15	15	15q25.1
646942	NA	NA	7p14.1
646949	NA	NA	6p21.2
64695	NA	NA	4p16-p15.2
646951	3	NA	3q25.1
646954	NA	NA	4q32.3
646956	NA	NA	15q25.1
646960	2	2	2q37.1
646962	9	9	9p13.3
646966	NA	NA	4q32.3
646970	NA	NA	1p21.2
646976	1	1	1q25.2
646981	NA	NA	1q25.2
646982	13	13	13q14.11
646985	NA	NA	15q25.1
64699	21	21	21q22.3
646993	NA	NA	9p13.2
646995	NA	NA	4q32.3
646996	NA	NA	14q32.11
646999	NA	NA	7p14.1
6470	17	17	17p11.2
647000	NA	NA	13q14.11
647001	NA	NA	16p12.1
647002	NA	NA	2q22.1
647009	NA	NA	7p14.1
647012	NA	NA	2q22.1
647013	NA	NA	9p13.2
647015	NA	NA	16p12.1
647016	NA	NA	2p16.1
647024	6	6	6p21.1
647030	NA	NA	7q32.3
647033	3	3	3q25.31
647034	NA	NA	7q32.3
647042	CHR_HSCHR15_5_CTG8__15__CHR_HSCHR15_5_CTG8	15__15__15	15q25.2
647044	9	9	9p13.1
647047	NA	NA	7p14.1
647051	NA	NA	9p13.1
647060	9	9	9p12
647070	NA	NA	1q25.3
647076	NA	NA	3q25.33
647077	NA	NA	2p15
64708	2	2	2q37.1
647081	NA	NA	7q33
647085	NA	NA	13q14.13
647086	NA	NA	16p11.2
647087	7	7	7q33
647094	NA	NA	18q21.1
647099	NA	NA	3q26.1
6471	NA	NA	1p34.1
64710	1	1	1q32.1
647102	NA	NA	7p13
647107	3	3	3q26.1
64711	CHR_HSCHR16_4_CTG1__16	16	16p13.3
647112	NA	NA	2p15
647121	NA	NA	1p11.2
647123	NA	NA	7q34
647132	NA	NA	1q31.1
647135	1	1__HG1287_PATCH__HG1293_PATCH	1q21.1
64714	16	16	16p13.3
647144	NA	NA	16p11.2
647145	NA	NA	7p12.3
647150	NA	NA	1q31.2
647155	NA	NA	6p12.3
647156	NA	NA	16p11.2
647158	NA	NA	3q26.2
647162	NA	NA	2p14
647166	13	13	13q14.3
647167	NA	NA	1q31.3
647169	NA	NA	6p12.2
64717	NA	NA	16p13.3
647174	13	13	13q14.3
647175	NA	NA	6p12.2
647177	NA	NA	6p12.2
64718	16	16	16p13.3
647187	NA	NA	16p11.2
647190	6	6	6p12.1
647195	NA	NA	1q31.3
6472	12	12	12q13.3
647201	NA	NA	1q32.1
647208	NA	NA	16p11.2
647211	NA	NA	16p11.2
647215	NA	NA	1q32.1
647219	1	1	1q32.1
647236	NA	NA	2p13.3
647249	NA	NA	3q26.33
64725	NA	NA	16p13.3
647253	NA	NA	3q26.33
64726	NA	NA	16p13.3
647264	13	NA	13q21.31
647265	NA	NA	3q27.1
647275	NA	NA	2p12
647276	NA	NA	3q27.2
647285	NA	NA	3q27.3
647286	14	14	14q32.33
647288	13	13	13q22.2
647298	NA	NA	13q31.1
647299	NA	NA	3q28
6473	X	X	Xp22.33 and Yp11.2
64730	NA	NA	16p13.3
647302	NA	NA	2p11.2
647307	NA	NA	2p11.2
647309	3	3	3q28
647310	14	14__HG1592_PATCH	14q32.33
647317	NA	NA	13q31.1
647319	NA	NA	3q29
647323	3	3	3q29
64735	16	16	16p13.3
6474	3	3	3q25.32
647415	NA	NA	7p22.1
64743	X	HG1436_HG1432_PATCH__X	Xp11.23
647436	NA	NA	15q11.2
64744	1	1	1p34.2
64745	14	14	14q11.2
64746	1	1	1q42.12
64747	3	3	3q25.32
647476	NA	NA	20q11.1
64748	19	19	19p13.2
647481	NA	NA	1q21.2
64750	17	17__HG183_PATCH	17q23.3-q24.1
