gene	chromosome	map_location
440742	1	1q44
440786	22	22q11.1
440792	22	22q11.21
440795	22	22q11.21
440864	2	2p16.3
440902	2	2q14.3
440917	2	2q22.1
440918	2	2q24.1
440925	2	2q31.1
440952	3	3p22.1
440973	3	3q13.13
440982	3	3q24
440991	3	3q27.1
440992	3	3q27.3
440993	3	3q29
441013	4	4p13
441026	4	4q21.22
441032	4	4q24
441034	4	4q25
441050	4	4q33
441051	4	4q33
441052	4	4q34.1
441058	21	21p11.2
441066	5	5q21.1
441073	5	5q11.2
441086	5	5q13.3
441087	5	5q13.3
441098	5	5q21.1
441114	5	5q34
441123	6	6p25.3
441124	1	1q42.11
441131	6	6p22.3
441132	6	6p22.3
441133	6	6p22.3
441154	6	6q12
441160	6	6q13
441166	6	6q21
441177	6	6q27
441178	6	6q27
441179	6	6q27
4412	X	Xp22.3-p22.2
441204	7	7p15.2
441208	7	7p14.3
441218	7	7p14.1
441228	7	7p11.2
441238	7	7q11.21
441241	7	7q11.21
441242	7	7q11.21
441246	7	7q11.21
441259	7	7q11.23
441261	7	7q11.23
4413	X	Xp11.3-p11.21
441313	8	8p23.1
441314	8	8p23.1
441315	8	8p23.1
441320	8	8p23.1
441323	8	8p23.1
441324	8	8p23.1
441326	8	8p23.1
441327	8	8p23.1
441331	8	8p23.1
441332	8	8p23.1
441355	8	8q21.11-q21.13
441359	8	8q21.2
441362	8	8q21.2
441377	8	8q24.12
441386	9	9p23
441391	9	9p21.1
441394	9	9p13.3
4414	X	Xp11.3-p11.23
441400	9	9p13.2
441410	9	9q13
441416	9	9p11.1
441420	9	9p11.2
441426	9	9p11.2
441432	9	9q21.11
441440	9	9q13
441442	9	9q13
441454	9	9q22.33
441455	9	9q22.33
441481	X	Xp22.2
441484	X	Xp22.13
441487	X	Xp21.3
441488	X	Xp21.1
441490	X	Xp21.1
441501	X	Xq13.1
441505	X	Xq21.2
441511	X	Xq23
441533	Y	Yp11.2
441548	10	10p13
441550	10	10p11.22
441554	10	10q11.22
441572	10	10q23.32
441584	11	11p15.4
441592	11	11p15.1
4416	X	Xq22.2-q24
441609	11	11q12.1
441623	11	11q23.3
441630	12	12p12.1
441632	12	12p11.21
441641	12	12q13.3
441642	12	12q21.2
441644	12	12q22
441654	13	13q12.11
441662	13	13q31.2
441687	14	14q23.3
441711	15	15q11.2
441722	15	15q14
441726	15	15q21.3
441727	15	15q24.2
441728	15	15q24.2
441736	15	15q26.3
441744	16	16p13.3
441750	16	16p12.3
441768	16	16q11.2
441771	16	16q13
441774	16	16q23.1
441775	16	16q23.1
441781	17	17p12
441783	17	17p11.2
441784	17	17p11.2
441795	17	17q21.2
441806	18	18p11.32
441843	19	19p12
441849	19	19q13.2
441862	19	19q13.41
441870	1	1p36.21
441876	1	1p36.21
441878	1	1p36.12
441880	1	1p35.2
441884	1	1p32.3
441887	1	1p31.3
441891	1	1p22.1
441893	1	1p21.3
441896	1	1p13.3
441898	1	1p13.1
441899	1	1p12
441900	1	1p12
441904	1	1q21.1
441907	1	1q21.2
441914	1	1q24.2
441915	1	1q24.3
441931	1	1q44
441940	20	20p12.2
441957	21	21q11.2
441958	21	21q11.2
441996	22	22q12.3
442	21	21p11.2
442006	2	2p25.2
442013	2	2p21
442017	2	2p16.1
442041	2	2q13
442042	2	2q14.1
442058	2	2q31.1
442060	2	2q31.3
442063	2	2q33.1
442064	2	2q33.2
442078	3	3p22.3
442083	3	3p12.3
442086	3	3q13.33
442087	3	3q13.33
442097	3	3q26.31
442098	3	3q26.33
442101	4	4p16.3
442104	4	4p16.1
442105	4	4p16.1
442108	4	4q12
442112	4	4q21.21
442113	4	4q21.22
442114	4	4q25
442131	5	5p15.32
442132	5	5p15.31
442142	5	5q33.3
442153	6	6p25.1
442155	6	6p25.1
442156	6	6p25.1
442157	6	6p24.3
442158	6	6p24.3
442160	6	6p24.3
442161	6	6p24.3
442162	6	6p23
442164	6	6p22.3
442167	6	6p22.3
442171	6	6p22.1
442172	6	6p22.1
442175	6	6p22.1
442181	6	6p22.1
442183	6	6p22.1
442188	6	6p22.1
442189	6	6p22.1
442190	6	6p22.1
442192	6	6p22.1
442195	6	6p22.1
442197	6	6p22.1
442204	6	6p21.32
442205	6	6p21.31
442206	6	6p21.2
442210	6	6p21.2
442211	6	6p21.1
442215	6	6p12.3
442216	6	6p12.3
442217	6	6p12.1
442218	6	6p12.1
442221	6	6p12.1
442225	6	6q12
442227	6	6q12
442229	6	6q12
442231	6	6q14.1
442232	6	6q14.1
442233	6	6q14.3
442234	6	6q14.3
442236	6	6q16.1
442237	6	6q16.1
442239	6	6q16.3
442240	6	6q21
442242	6	6q21
442244	6	6q21
442249	6	6q21
442252	6	6q22.1
442253	6	6q22.1
442255	6	6q22.31
442256	6	6q22.32
442257	6	6q22.32
442258	6	6q22.33
442260	6	6q23.2
442262	6	6q23.3
442263	6	6q23.3
442266	6	6q24.3
442267	6	6q25.1
442270	6	6q25.1
442271	6	6q25.2
442272	6	6q25.3
442290	7	7p15.2
442291	7	7p15.2
442292	7	7p15.2
442293	7	7p14.2
442304	7	7p12.3
442308	7	7p11.2
442309	7	7p11.2
442317	7	7p11.2
442318	7	7q11.21
442320	7	7q11.21
442325	7	7q11.21
442326	7	7q11.21
442334	7	7q21.3
442338	7	7q22.1
442382	8	8p21.3
442384	8	8p12
442389	8	8q12.2
442396	8	8q24.13
4424	X	Xq13.1-q25
442405	9	9p21.1
442406	9	9p21.1
442415	9	9q13
442416	9	9p11.1
442421	9	9q13
442426	9	9q21.32
442427	9	9q21.32
442429	9	9q22.31
442442	X	Xp22.33 and Yp11.2
442443	X	Xp22.31
442445	X	Xp21.1
442446	X	Xp11.4
442447	X	Xp11.4
442454	X	Xp11.21
442455	X	Xq11.2
442460	X	Xq22.1
442465	X	Xq26.3
442479	Y	Yp11.2
442485	Y	Yq11.223
442486	Y	Yq11.23
442517	7	7p15.3
442525	7	7p14.3
442572	7	7q11.21
442578	7	7q11.23
442603	7	7q22.1
442659	7	7p15.2
442660	7	7p15.2
442661	7	7p15.2
442668	7	7p14.1
442673	7	7p13
442676	7	7p11.2
4427	X	Xq28
442707	7	7q21.11
442709	7	7q21.13
442712	7	7q21.3
442713	7	7q22.1
442723	7	7q32.3
442726	7	7q33
442727	7	7q33
442730	7	7q34
442775	4	4p12
442777	4	4q21.3
4428	X	Xp11.23-q21.32
442863	Y	Yq11.222
442864	Y	Yq11.222
442865	Y	Yq11.223
442866	Y	Yq11.23
4429	X	Xp11.3-q22.1
445573	9	9q21.2
446207	14	14q11.2
446209	14	14q11.2
447	2	2p22.1
4479	5	5p14.1
448962	5	5q31
448963	11	11p13-p12
448990	7	7q34
448991	12	12p13.2
449	X	Xp22.33
449013	19	19q13
449015	1	1q21-q22
449016	16	16p13
449017	20	20pter-p11.2
449481	15	15q24.1-q25.2
449483	1	1q43-q44
449488	18	18p11.32-p11.31
449489	2	2p25.1-p24.3
449518	X	Xq21.1
449520	6	6p21.31
449619	1	1q22
449645	11	11q24.1
450	X	Xq23
450208	1	1q21.3
450209	1	1q21.3
450210	1	1q21.3
450211	1	1q21.3
450232	19	19p13.11
450234	2	2q24.3
450238	3	3q13.2
450239	3	3p21.31
450246	X	Xq23
450250	15	15q26.3
4503	4	4q13.2
451	Y	Yq11.21
4523	X	Xp11.21
453	4	4q31.23
4531	18	18q22.1
454	5	5q11.2
455	5	5q32
4581	1	1q22
459	12	12p11.21
46	12	12p13.3-p11.2
4611	X	Xq22.3
465	15	15q13
4657	X	Xq28
4658	18	18p11.31
469	X	Xq28
4699	11	11p15.4
470	19	19p13.3-p13.2
4730	19	19q13.42
474159	X	Xq27.3
474167	X	Xq26.2
474168	6	6p21.3
474174	2	2q22.3
474337	1	1q24.2
474338	1	1q23.2
474341	5	5q23.2
474345	7	7q36.1
474388	1	1p22
4764	21	21q11.2
4768	18	18p11.21
4812	2	2q
4813	12	12q24.2
4819	6	6p21.3
4827	7	7q22-qter
484	2	2p16.1
485	4	4p13
4870	18	18q12.3
4871	18	18q11.2
4872	16	16p13.3
4874	15	15q26.1
4875	8	8q12.2
4910	19	19q13.33
4911	19	19q13.33
4912	19	19q13.33
492295	13	13q14.11
4933	6	6p12
4934	7	7p11
4936	6	6q13-q15
4937	11	11q
493754	7	7q11.21
493813	6	6p21
493816	9	9p13.3
493818	8	8q23
493821	6	6p22.1
493824	6	6p22.1
493825	6	6p21.33
493913	9	9q33.1
493987	9	9q22.32
4941	X	Xp22.3-p22.2
494141	11	11p15.1
494142	8	8p23
494148	4	4q12-q13.2
494150	12	12q13.13
494333	X	Xq21.1
494447	4	4q28.1
4945	10	10q26.13
494540	X	Xp21.1
494541	1	1p36.21
494555	X	Xq28
4954	7	7q32.1
4961	X	Xp21.3
4963	6	6p24
4964	2	2p14-p13
4965	19	19q13
497048	6	6p25.1
497188	15	15q11-q13
497256	9	9q22.1
497657	1	1p36.13-p34.3
4977	X	Xp11.4-p11.2
5012	15	15q25-q26
503496	X	Xp11.3-q13.1
503540	5	5p14.2
503543	1	1q42.13
503583	5	5q23.2
503611	6	6q23.2
503612	6	6q23.2
503613	18	18p11.23
503627	19	19q13.33
503628	10	10q22.3
503630	2	2p11.2
503631	8	8q22.3
503632	10	10q11.21
503633	10	10q11.21
503634	11	11q23.3
503635	15	15q26.1
503636	20	20p11.23
503637	22	22q11.1
503638	14	14q11.2
503639	14	14q11.2
503640	17	17q11.2
503641	2	2q32.1
503643	6	6p21.31
503644	14	14q13.2
503646	21	21q22.13
503647	X	Xp11.4
503648	X	Xq23
503693	12	12p13.2
503694	8	8p23.1
503837	8	8p23.1
503838	8	8p23.1
503839	8	8p23.1
503840	8	8p23.1
504	2	2q24.1
504175	1	1q44
504181	11	11q12.1
504185	8	8p23.1
5043	X	Xp22.32
5044	Y	Yp11.3
50516	22	22q12.2
50608	14	14q11-q12
50612	4	4q13.3
50631	14	14q23.3
50639	10	10q22.3
50644	X	Xq26-q27
507	2	2q11.2
50715	15	15q14
5072	2	2p13
50802	2	2p11.2
50830	X	Xq27
5088	3	3q24
50941	5	5q31-q33
50942	19	19p13
50951	16	16p12.1-p11.2
50960	3	3p26-p24.2
50966	8	8q24
50968	8	8q24
51198	9	9p21.3
5120	19	19p13.2
5131	6	6p21.3
51581	Y	Yq11.223
5171	X	Xp22-p21
5177	4	4q25-qter
5182	12	12q21
5183	1	1q25
5185	17	17q23-qter
520	1	1q32.2
5231	X	Xq12
5233	19	19p13.2
5246	6	6q25.1
5258	20	20p12.3
5259	14	14q13.3
5262	11	11p11.12
5278	12	12q23.1
5280	11	11p13
5282	5	5q35.3
5312	2	2p
53338	X	Xq21.31
53341	16	16p13.3-p12.1
53368	1	1q42
53383	17	17p13.3
53400	17	17p13.3
53409	4	4p15.2
53410	6	6q22.31
53411	11	11q13.1
5379	7	7q22.1
5380	7	7q11.23
54012	21	21q21.2
54015	21	21q21.1
54016	21	21q21.2
54019	21	21q21.1
54021	21	21q22.12
54022	21	21q22.11
54024	21	21q22.12
54025	21	21q22.12
54026	21	21q22.12
54027	21	21q22.3
54028	21	21q21.3
54029	21	21q22.3
54031	21	21q22.12
54032	21	21q21.1
54034	21	21q21.1
54035	21	21q22.13
54036	21	21q22.12
54038	21	21q11.2
54041	21	21q11.2
54043	21	21q22.3
54044	21	21q21.1
54045	21	21q22.3
54047	21	21q21.3
54048	21	21q22.11
54049	21	21q22.3
54050	21	21q21.3
54051	21	21q21.1
54052	21	21q21.3
54053	21	21p11.2
54054	21	21q21.2
54055	21	21q11.2
54067	21	21q22.11
54098	21	21q21.1
54099	21	21q22.11
541	5	5q13.3
54109	1	1q12-q24
54110	4	4q32-q34
54111	16	16p13-p12
54113	1	1p13
54147	21	21q22.11
541472	7	7p15.3
541611	13	13q32.1
542	2	2q31.1
543	7	7q36.1
54362	1	1q24
544	10	10q21.2
54441	7	7q11.23
54501	13	13q
54508	5	5q22.2
54568	4	4q13.2
54569	4	4q13.2
54570	4	4q13.2
54571	4	4q13.2-q13.3
54572	4	4q13.3
54573	2	2q37.1
54574	2	2q37.1
54580	2	2q37.1
54661	5	5q31.3
54748	21	21q22.2
5483	5	5q14.1
5485	10	10q22.2
548594	19	19q13.42
548599	9	9q21.33
5486	18	18p11.31
548637	3	3q21.2
5487	3	3q13.13
5488	3	3p14.3
5489	1	1p21.2
5491	6	6p21.33
54944	22	22q12.2
550113	4	4q13.2
55025	7	7p14.3
55056	15	15q21.2
550624	2	2p24
550641	14	14q23.2
550644	2	2q11.2
5512	1	1p33
5517	16	16p11.2
552853	8	8q24.22
552859	8	8q13.1
552860	8	8q24.12
552879	8	8q21.11
553112	X	Xq25
553117	3	3q22.2
553118	9	9q21.33
553121	10	10p11.21
553139	1	1p31.1
553148	3	3p21.1
553190	11	11p13
553192	3	3q26
553194	4	4q12
553195	8	8p23
55338	5	5q14.3
55370	20	20q13.32
55380	7	7p12.3
553820	X	Xq28
55390	12	12q14.3
553939	X	Xq28
554049	10	10p11.22
5541	12	12p13.2
554175	15	15q24.1
554188	2	2p11.1-q12.2
554206	16	16p12.1
554224	15	15q15.3
554225	15	15q15.3
554234	11	11p14.3
554236	7	7p14.2
554249	9	9p12
554300	19	19q13.42
554354	15	15q14
55451	14	14q22.3
55472	8	8q22.1
5548	X	Xp11.3
5574	1	1p22.1
55855	X	Xq26.1
560	Y	Yq11
56115	5	5q31.3
56116	5	5q31.3
56117	5	5q31.3
56118	5	5q31
56119	5	5q31.3
5615	X	Xq13.1
56167	21	21p11.2
56168	X	Xq22.1
56247	X	Xq28
5628	3	3p11.1
56286	12	12p12.1
5640	X	Xp21-p11
56476	15	15q11.2
56604	4	4q35.2
56651	18	18p11.32
56677	13	13q14.11
56694	10	10p
568	15	15q13-q15
57004	16	16q12.1
57005	14	14q12
57008	4	4q26
57009	9	9p11.2
5703	9	9p22.1
57042	1	1p36
57044	5	5q31.1-q33.1
57061	6	6q24.2
57108	13	13q11
57289	14	14q32.33
57290	14	14q32.33
57309	3	3q27-q28
5735	9	9p11.2
5736	9	9q13
573971	18	18q11.2
574013	20	20q13.2-q13.3
574077	20	20p12
574078	9	9q22
574080	5	5q34
574406	1	1q21.2
574407	1	1q42.13
574431	1	1q32.1
574435	14	14q32.31
574532	8	8q12.1
574533	17	17q11.2
5758	6	6p21.33
5759	5	5q23.1
5760	20	20p11.23
5761	12	12p13.31
57612	7	7q33
5765	1	1p34.1-p32
5767	17	17q21.2
5769	11	11q25
57760	X	Xq11.2
5804	1	1p36.3
58156	18	18q12.2
58163	9	9q13
58164	9	9p13
5907	14	14q24.3
59081	X	Xp22
59331	1	1q21
59347	8	8p11.23
5938	12	12q14.3
5942	Y	Yq11.23
5944	Y	Yq11.223
5945	Y	Yq11.223
594832	4	4q22-q27
594841	4	4q31.3
5953	6	6q25-q26
5964	X	Xp21.3
5969	2	2p12
5975	X	Xq12-q21.31
600	20	20q11.21
6008	10	10q11.22
601	11	11q24.3
6012	13	13q14
6022	1	1q41
603	17	17q22
6030	3	3p25.1
6031	9	9p23
6032	22	22q11.23
6033	7	7q21.2
6034	7	7q22.3
60358	3	3q12.3
60359	3	3q21.2
60439	Y	Yp11.2
60500	13	13q21
60502	9	9p12-q12
6052	13	13p12
6053	14	14p12
6054	15	15p12
6055	21	21p12
6056	22	22p12
606	15	15q11.2
6063	1	1q21.1
606724	16	16p11.2
6068	15	15q21.3
6069	6	6q25.1
6070	2	2q11.2
6071	1	1p13.3
6072	X	Xq24
6073	X	Xq24
6074	16	16p12.1
6075	8	8p23.1
6076	22	22q13.2
6077	7	7p22.1
6078	3	3p21.31
6087	9	9q21.13
6088	17	17q21.31
6089	16	16q12.1
6104	X	Xp21.3-p21.2
6114	16	16p12.3-p12.1
6116	X	Xq26-q27
6126	X	Xp22.11
613038	16	16p11.2
613126	7	7q21.2
613204	8	8q12.3
613206	9	9q33.3
613253	8	8p23.1
613266	20	20p12.1
6145	12	12q24.31
6148	6	6p22.1
616	22	22q11.22
6163	6	6p21.32
6172	12	12q22
6174	5	5q32
619	X	Xq27.1
619211	2	2q14.2-q14.3
619212	18	18q11.2
619349	17	17q22
619370	14	14q11.2
619379	1	1p31.1-p21.1
619397	18	18p11.2
619398	6	6q22-q24
619399	12	12q22-q23.3
619402	3	3p26
619404	19	19q13
619405	4	4q13-q21
619406	14	14q13
619407	17	17p13.3
619408	1	1q31.1
619409	4	4p16.3
619410	11	11q24
619411	11	11p15
619418	8	8p23.1
619443	8	8q12.1
619445	9	9q33.1
619448	10	10q22.3
619449	18	18q21.33
619452	8	8p11.21
619457	1	1p21.3
619464	18	18q22.1
619465	8	8p23.1
619468	10	10q23.3
619469	Y	Yq11
619471	7	7q32
619475	4	4q21-q23
619477	8	8q11.2-q13.2
619478	6	6q14-q16
619479	3	3p26
619480	5	5q21.2-q33.2
619488	1	1p
619493	9	9q31
619496	8	8q21.3
619501	17	17p13
619503	6	6q22-q23
619509	X	Xp22.3
619510	X	Xq23-q27
619511	3	3p22.2-p21.32
619518	1	1p32.3
619519	17	17q11.2
619536	6	6q
619537	16	16q24
619539	4	4q21.1-q22.3
619540	15	15q22-q24
62	5	5q14.1
620	1	1q42
6219	5	5q23.1
6225	5	5q21.3
6226	5	5q32
6244	1	1q23.3
6246	X	Xq27.3
6260	17	17p13.2
6287	11	11p
6298	1	1pter-p22.1
63	18	18q21.32
6308	X	Xp11.4
6365	6	6p24-p22
6377	5	5q11.2-q13.3
6378	11	11q14-q21
63869	19	19p13
63870	3	3q21
63914	6	6q15
63944	15	15q15
63945	16	16p12
6395	11	11q13
64	5	5q31.1
64006	7	7p22.1
6409	1	1q42-q44
6411	6	6q26-q27
6412	6	6q14-q21
641293	1	1q32.1
6413	6	6q21-q22
641312	10	10q26.2
641378	X	Xq13.3
641379	22	22q11.23
641380	10	10q24.2
641381	2	2q23.1
641382	X	Xq24
641384	8	8q24.21
641433	1	1p21.2-p13.3
641456	3	3p24.2
641457	22	22q11.23
641467	13	13q14.11
64150	14	14q32.31
641515	1	1q32.1
641556	9	9q31.2
641613	14	14q12
641614	14	14q13.1
641616	14	14q13.2
641695	12	12q21.2
641708	6	6q25.3
641746	7	7q11.21
641776	7	7q11.23
641790	7	7q31.33
641808	7	7q11.23
641842	7	7q33
641922	7	7p22.1
641924	7	7p22.1
642006	7	7p11.2
642007	7	7p11.2
642236	9	9q13
642259	11	11q14.2
642262	5	5q31.2
642288	15	15q25.2
642290	19	19q11
642305	4	4p15.1
642306	9	9q34.12
642311	15	15q11.1
642317	6	6p11.2
642319	8	8p12
642320	8	8q21.3
642337	1	1p21.1
642355	7	7q34
642357	X	Xq23
642381	4	4q13.2
642389	9	9q21.11
642395	13	13q12.11
642402	15	15q25.2
642413	10	10q22.3
642414	11	11q14.3
642424	10	10q11.21
642425	11	11q14.3
642443	6	6q12
642448	22	22q13.31
642451	16	16p13.13
642460	21	21q11.2
642461	8	8q21.3
642474	4	4q13.2
642487	3	3p14.1
642489	6	6q12
642490	9	9q21.11
642493	12	12q24.11
642496	4	4q13.2
642502	17	17p13.3
642513	8	8p12
642521	10	10q22.3
642531	5	5q31.3
642538	10	10q22.3
642546	X	Xq21.1
642550	12	12q21.2
642554	6	6q12
642574	8	8q24.3
642579	11	11q14.3
642580	12	12q24.12
642585	X	Xq21.1
642587	1	1q32.2
642590	6	6q13
642592	10	10q22.3
642614	16	16p11.1
642627	7	7q34
642631	Y	Yp11.2
642633	22	22q11.21
642635	2	2q23.3
642641	13	13q12.11
642643	22	22q11.21
642648	22	22q13.31
642652	16	16p11.1
642659	16	16q12.1
642661	14	14q11.2
642663	7	7p12.1
642669	14	14q11.2
642677	15	15q25.2
642683	16	16p11.1
642687	X	Xp11.4
642692	2	2q37.2
642696	16	16p13.13
642721	2	2q24.1
642737	5	5q15
642738	6	6q25.3
642740	1	1p36.22
642741	6	6q21
642746	17	17p13.3
642757	22	22q13.31
642762	2	2p11.1
642776	X	Xq23
642791	11	11q14.3
642796	Y	Yp11.2
642797	12	12q24.31
642802	3	3p13
642812	X	Xq23
642818	1	1p13.3
642828	4	4q13.2
642840	9	9p11.2
642846	12	12p13.31
642869	X	Xq21.1
642879	8	8p11.23
642888	9	9p11.2
642890	11	11q12.1
642892	3	3q29
642897	11	11q21
642907	15	15q25.3
642909	5	5q15
642934	10	10q23.1
642935	15	15q25.3
642943	9	9q22.31
642952	9	9q22.31
642954	5	5p15.2
642956	15	15q25.3
642958	4	4q13.3
642959	9	9q22.31
642969	12	12q22
642975	11	11q12.1
642996	18	18q21.32
643001	Y	Yq11.21
643003	5	5p15.1
643007	15	15q14
643014	4	4q13.3
643015	X	Xq28
643031	5	5q21.1
643034	Y	Yq11.21
643043	X	Xp11.4
643050	Y	Yq11.21
643058	12	12q13.11
643067	6	6q13
643101	7	7q35
643115	17	17q21.2
643118	11	11q21
643126	2	2q11.1
643157	9	9p11.1
643159	17	17q25.1
643167	X	Xp11.3
643168	7	7p11.2
643171	13	13q11
643172	20	20q12
643181	11	11q12.1
643182	3	3p26.1
643193	13	13q32.2
643198	9	9p11.1
643199	Y	Yq11.221
643205	4	4q21.1
643219	2	2q11.1
643220	5	5q12.1
643228	8	8q22.1
643232	1	1p13.3
643244	11	11p15.4
643253	7	7q11.21
643255	3	3p12.3
643263	11	11p15.4
643264	12	12q21.33
643276	2	2q21.1
643284	9	9q21.33
643300	5	5p14.3
643307	5	5q12.1
643308	7	7q35
643309	X	Xp11.3
643310	X	Xq21.32
643327	6	6p25.2
643329	1	1p13.2
643336	7	7p11.2
643342	9	9q22.32
643343	1	1p34.3
643348	7	7p11.2
643353	7	7q11.21
643355	1	1p13.2
643358	16	16q21
643367	5	5q13.2
643371	X	Xq21.33
643373	5	5p13.2
643381	11	11q22.1
643384	4	4p16.3
643387	2	2q37.3
643412	3	3q12.3
643421	X	Xq25
643427	12	12q22
643432	6	6q16.1
643438	7	7q36.1
643441	1	1p13.2
643445	2	2q11.2
643446	4	4p15.33
643447	11	11p15.4
643454	1	1q41
643459	3	3p25.3
643470	Y	Yq11.222
643471	1	1q41
643486	X	Xq21.33
643494	8	8q22.2
643499	12	12q24.31
643503	20	20p12.3
643507	X	Xp11.23
643513	4	4q21.21
643531	12	12q22
643535	X	Xq22.3
643536	1	1q41
643550	12	12q24.31
643554	X	Xp11.23
643562	6	6q14.1
643563	X	Xq21.33
643576	12	12q23.3
643582	18	18q22.1
643586	1	1p13.2
643605	X	Xq22.1
643609	1	1p13.2
643615	2	2q11.2
643617	X	Xq22.1
643627	6	6p25.1
643630	9	9q13
643634	3	3p24.1
643637	11	11q12.1
643646	17	17q21.2
643653	22	22q13.33
643668	12	12p12.3
643689	X	Xq27.1
643709	11	11q12.1
643723	1	1q41
643739	12	12p13.31
643744	5	5q13.3
643751	4	4p15.2
643752	5	5q13.3
643763	8	8q12.3
643766	3	3p11.2
643773	X	Xq25
643779	1	1q41
643784	5	5q13.2
643790	15	15q26.1
643827	9	9q21.11
643831	8	8q22.3
643851	6	6q14.3
643855	11	11q22.3
643858	6	6q14.3
643859	6	6q21
643862	7	7q11.23
643863	10	10q23.33
643865	12	12q13.13
643870	6	6q14.3
643872	14	14q12
643873	X	Xq23
643875	6	6p25.1
643880	9	9q21.11
643884	6	6q21
643888	X	Xq23
643896	2	2q11.2
643898	12	12q13.13
643906	6	6q14.3
643909	7	7q11.23
643915	4	4q12
643916	6	6q14.3
643932	5	5q14.1
643941	7	7q11.21
643949	11	11q22.3
643954	6	6q21
643960	2	2q31.1
643971	6	6q14.3
643974	4	4q21.3
643976	X	Xq22.1
643977	5	5p12
643981	10	10q24.1
643987	Y	Yq11.223
643992	5	5q22.3
643996	12	12p13.31
643997	2	2q31.1
644000	7	7q11.21
644006	1	1q42.2
644013	2	2q11.2
644016	6	6q14.3-q15
644017	7	7q11.21
644020	10	10p15.1
644021	10	10q11.22
644022	12	12q24.31
644029	15	15q21.1
644030	11	11p15.4
644032	7	7q11.21
644035	16	16q22.1
644037	5	5q14.1
644042	4	4q35.2
644051	6	6p24.3
644059	X	Xp11.22
644060	1	1q21.1
644063	3	3q11.2
644079	22	22q11.23
644082	3	3q11.2
644093	2	2p16.3
644094	1	1p12
644101	6	6q22.1
644103	8	8q22.3
644109	11	11q22.3
644110	15	15q13.3
644119	6	6q15
644128	8	8p23.3
644129	X	Xp11.22
644131	1	1q21.1
644138	12	12p13.31
644146	5	5q23.1
644153	15	15q13.3
644154	5	5q13.2
644157	17	17q21.31
644158	2	2q31.1
644159	7	7q11.21
644160	9	9q31.1
644165	22	22q11.23
644166	2	2q31.1
644169	11	11p15.4
644191	17	17q21.31
644198	5	5q33.3
644202	10	10q24.1
644203	12	12q23.3
644213	1	1p12
644214	1	1q41
644215	10	10q24.1
644218	X	Xq28 and Yq12
644220	1	1q41
644223	14	14q12
644233	8	8q23.1
644236	7	7q11.23
644237	1	1p12
644253	17	17q21.31
644256	17	17q21.31
644261	X	Xq22.2
644265	2	2q12.1
644269	6	6q15
644277	11	11q23.1
644285	5	5q14.3
644295	14	14q12
644297	17	17q21.32
644303	6	6q22.31
644309	7	7q36.1
644310	X	Xp11.22
644314	16	16q13
644315	17	17q21.31
644325	4	4q35.2
64433	7	7q36.3
644330	19	19q13.2
644333	7	7q36.1
644335	8	8q23.2
644338	11	11q23.1
644357	1	1p36.32
644378	6	6p24.2
644383	12	12q13.2
644384	14	14q13.1
644387	7	7q11.21
644388	17	17q21.32
644390	15	15q14
644397	17	17q21.32
644403	X	Xq26.2
644422	17	17p11.2
644425	10	10q26.3
644429	4	4q22.2
644435	10	10q26.3
644436	11	11q12.3
644442	2	2q12.1
644449	1	1p34.2
644451	10	10q11.23
644456	2	2p16.1
644459	10	10q11.23
644462	1	1p33
644464	X	Xp11.3
644482	1	1q42.12
644491	4	4q35.2
644495	10	10p14
644496	10	10q11.23
644498	3	3p25.1
644499	5	5q13.3
644502	6	6q22.31
644509	X	Xp11.22
644517	4	4p16.1
644522	10	10q21.1
644525	22	22q11.1
644534	4	4q13.1
644540	10	10p14
644548	4	4q13.1
644563	X	Xq22.3
644566	10	10q24.31
644573	10	10q24.31
644576	9	9q13
644578	4	4q13.1
644584	14	14q13.2
644588	X	Xq22.3
644589	14	14q21.2
644600	16	16q21
644601	5	5q13.3
644604	2	2q12.2
644616	14	14q13.2
644619	7	7q11.21
644625	6	6q24.3
644627	13	13q34
644632	9	9q13
644637	22	22q11.1
644651	2	2p25.1
644656	11	11p15.4
644659	5	5q23.2
644661	9	9q31.2
644667	7	7q11.21
644681	3	3q13.11
644684	9	9q21.11
644694	17	17p12
644716	9	9q21.11
644717	X	Xq26.3
644721	4	4q23
644731	9	9q12
644739	X	Xp11.23
644743	1	1p34.1
644745	12	12q13.3
644746	12	12q23.3
644754	5	5q23.2
644758	16	16p11.2
644761	15	15q22.2
644762	5	5q32
644768	22	22q11.1
644773	22	22q11.1
644776	2	2q31.2
644777	9	9q21.11
644790	1	1p34.1
644820	X	Xp22.11
644834	10	10p13
644850	6	6q25.1
644861	1	1q21.1
644862	1	1q42.13
644871	10	10q21.1
644877	2	2q32.1
644881	4	4q35.2
644893	X	Xp11.21
644896	1	1p36.23
644899	22	22q11.21
644903	2	2q12.3
644906	6	6p22.3
644907	7	7p13
644909	17	17p11.2
644911	2	2q13
644914	4	4q31.1
644915	12	12q14.1
644919	14	14q21.1
644924	X	Xp11.21
644928	1	1p32.2
64493	16	16p13.3
644934	15	15q22.31
644935	2	2q32.1
644936	5	5q14.1
644937	5	5q35.1
644961	1	1p36.11
644962	4	4q31.21
644972	7	7q21.3
644988	17	17p11.2
644996	9	9q32
644997	1	1p36.22
644998	12	12q14.1
645000	12	12q14.1
645001	19	19q13.2
645015	11	11q13.2
645018	4	4q31.21
645024	2	2q32.1
